,naam,definitie,uml-type,ggm-guid,ggm-source-guid,ggm-target-guid,toelichting,archimate-type,gemma-guid,gemma-source-guid,gemma-target-guid,datum-tijd-export
804,heeft,,Association,{3BA6B85A-0320-45da-A802-502DACD005CB},{752621CC-D5CA-4f4c-A937-AF6C84E6ADED},{A5975EF7-558A-44fa-A656-AB43580D8C35},,,,,,25102023-07:53:00
805,,,Association,{0DE976AA-E9D2-4bd5-A910-5BBE7600727A},{B8F44180-1F2A-4bbc-8E17-6C472111A92B},{C2D0F78A-D6FC-4330-B78C-4F4B34EE1349},,,,,,25102023-07:53:00
806,,,Association,{669FD2D2-1C12-4f47-917C-070C4C4C4339},{C1542AC8-2F3C-4e62-ADFA-A9FB3358DAB1},{C97E674B-BCBC-45e8-B60C-1E0C7954D751},,,,,,25102023-07:53:00
807,ligt in,,Association,{836B94B7-21EE-41de-8B9D-6A7D1B943044},{31A87864-6CE0-4e93-A493-ECD0FBDD4461},{5835F691-4452-44de-A1E9-07088AC16D69},,,,,,25102023-07:53:00
808,verwijst naar,,Association,{42CA7FC6-306E-47b1-9490-3A13CA9CAC3F},{31A87864-6CE0-4e93-A493-ECD0FBDD4461},{0B3F8A89-F21E-4bea-9620-8D6713AB632C},,,,,,25102023-07:53:00
809,heeft,,Association,{5FEBB551-1932-4fa7-8C9C-D796353F1138},{9F4E12E4-B228-4931-AC83-1B1F60958A89},{69B41CDD-C3F1-449b-92B4-8F7657840646},,,,,,25102023-07:53:00
810,heeft,"<font color=""#610e6a"">De STATUSTYPEn die bereikt kunnen worden bij behandeling van ZAAKen van het ZAAKTYPE.</font>",Association,{EF19B3B9-08AC-4c8c-B785-4571F6FA8DDF},{7210A379-17EE-4143-A106-ECD9414B2A0D},{AA496B7B-913C-40fd-943E-52F1A6E89440},,,,,,25102023-07:53:00
811,is van,"<font color=""#610e6a"">Aanduiding van de aard van de STATUS.</font>",Association,{B632C4ED-D11A-49a2-9AE8-70F6799F2EB1},{7C975D37-670B-405e-B825-924BCAFA74C7},{AA496B7B-913C-40fd-943E-52F1A6E89440},,,,,,25102023-07:53:00
812,heeft betrekking op andere,"<font color=""#610e6a"">De andere ZAAKen die het onderwerp zijn van de ZAAK.</font>",Association,{5535E8EB-1CF8-4c21-BD0E-B3786D318FB2},{766265DF-56DD-4560-A55C-FF82E3B9751A},{766265DF-56DD-4560-A55C-FF82E3B9751A},,,,,,25102023-07:53:00
813,is deelzaak van,"<font color=""#610e6a"">De verwijzing naar de ZAAK, waarom verzocht is door de initiator daarvan, die door de zaakbehandelende organisatie is opgedeeld in twee of meer separaat te behandelen zaken waarvan de onderhavige zaak er één is.</font>",Association,{F95B6C11-B53E-4135-A96C-77C2F49379A9},{766265DF-56DD-4560-A55C-FF82E3B9751A},{766265DF-56DD-4560-A55C-FF82E3B9751A},,,,,,25102023-07:53:00
814,is van,"<font color=""#610e6a"">Aanduiding van de aard van de ZAAK.</font>",Association,{213C1581-1B5D-467e-B825-25738FF800C9},{649EFD86-ED52-4293-8577-DBE5445845BF},{7210A379-17EE-4143-A106-ECD9414B2A0D},,,,,,25102023-07:53:00
815,is verantwoordelijke voor,"<font color=""#610e6a"">De ORGANISATORISCHE EENHEID die verantwoordelijk is voor ZAAKen van het ZAAKTYPE.</font>",Association,{B26014D0-A1AF-4738-9D86-FF18128429F5},{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},{7210A379-17EE-4143-A106-ECD9414B2A0D},,,,,,25102023-07:53:00
816,is verantwoordelijke voor,"<font color=""#610e6a"">De MEDEWERKER die verantwoordelijk is voor ZAAKen van het ZAAKTYPE.</font>",Association,{DE49408A-E6E8-44c9-B127-6365ABD57598},{16EB3936-03CB-4854-9CD8-9F0911EEA51B},{7210A379-17EE-4143-A106-ECD9414B2A0D},,,,,,25102023-07:53:00
817,heeft,,Association,{9807C834-5480-4fa2-A27B-C379E2437C85},{14E4AF23-21E9-412a-B78D-C208EE9F419D},{7210A379-17EE-4143-A106-ECD9414B2A0D},,,,,,25102023-07:53:00
818,betreft,,Association,{383C6482-162A-4406-A2A3-E0CBFAE01B24},{D5DD2F67-6A1F-46b0-972E-795ECC4B2E4F},{7210A379-17EE-4143-A106-ECD9414B2A0D},,,,,,25102023-07:53:00
819,start,,Association,{C447377F-C042-4e0b-A045-CCF4CD03698B},{45AFD4E2-9909-4c33-93CE-F2466B85CA0F},{7210A379-17EE-4143-A106-ECD9414B2A0D},,,,,,25102023-07:53:00
820,is aanleiding voor,,Association,{0A5CA34A-9326-497e-ADC3-38787D073F36},{0567826D-81EE-4bbd-8D62-3073B74CDF11},{7210A379-17EE-4143-A106-ECD9414B2A0D},,,,,,25102023-07:53:00
821,heeft kenmerken,,Association,{F19D0464-AAC3-42d0-96FA-4B7027AD4905},{649EFD86-ED52-4293-8577-DBE5445845BF},{9E261D63-5143-4aa8-A1DA-554AB3D27025},,,,,,25102023-07:53:00
822,heeft,"<font color=""#610e6a"">De STATUSsen die bereikt zijn gedurende de behandeling van de ZAAK.</font>",Association,{FA90DE4F-C686-4701-A3A0-5A67856C004D},{649EFD86-ED52-4293-8577-DBE5445845BF},{7C975D37-670B-405e-B825-924BCAFA74C7},,,,,,25102023-07:53:00
823,heeft,,Association,{EE334186-2640-4708-BB09-B028A5434439},{649EFD86-ED52-4293-8577-DBE5445845BF},{B3371695-97AD-49d2-9AF1-15591B422007},,,,,,25102023-07:53:00
824,heeft betaling,,Association,{4792EF86-3EA9-4e05-A5CC-0EA419541F79},{649EFD86-ED52-4293-8577-DBE5445845BF},{FC488929-8721-402f-A073-1DFDB76A816E},,,,,,25102023-07:53:00
825,van,,Association,{2CBFE5D9-98CF-48c2-B012-8C47E8059937},{D87012E0-D2EB-4333-AD6C-1E43E6857304},{FC488929-8721-402f-A073-1DFDB76A816E},,,,,,25102023-07:53:00
826,naar,,Association,{DBB3CA78-D0F1-42b0-A19B-05524EF200C0},{D87012E0-D2EB-4333-AD6C-1E43E6857304},{FC488929-8721-402f-A073-1DFDB76A816E},,,,,,25102023-07:53:00
827,is gehuisvest in,"<font color=""#610e6a"">De VESTIGING VAN ZAAKBEHANDELENDE ORGANISATIE waar de ORGANISATORISCHE EENHEID haar activiteiten uitvoert.</font>",Association,{689523F1-DB08-428a-B016-53B63C975012},{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},{D8142B98-64CB-408e-9941-92423543F08A},,,,,,25102023-07:53:00
828,locatie,,Association,{EA77B4A5-CA76-44c6-9EC8-F01ABEEF768B},{A3DAD553-0E55-4256-824B-CDB5E12CB545},{D8142B98-64CB-408e-9941-92423543F08A},,,,,,25102023-07:53:00
829,is op vestiging,,Association,{DAE508E1-5EDF-4ff6-B108-E83324586885},{63FF86E2-1BB0-48f6-8D95-3D82E8D2FA06},{D8142B98-64CB-408e-9941-92423543F08A},,,,,,25102023-07:53:00
830,locatie,,Association,{EB9B83F5-23DD-4cc8-B65A-EED41272722B},{631FEEF1-88D3-4d18-ADB2-BF999068493E},{D8142B98-64CB-408e-9941-92423543F08A},,,,,,25102023-07:53:00
831,,,Association,{D2770201-1CC5-47bd-90F4-EC39317F189B},{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},,,,,,25102023-07:53:00
832,is contactpersoon voor,"<font color=""#610e6a"">De MEDEWERKER die anderen desgevraagd in contact brengt met (andere) medewerkers van deze ORGANISATORISCHE EENHEID.</font>",Association,{7FBB7F66-64B4-40dd-9628-02202FF00FB1},{16EB3936-03CB-4854-9CD8-9F0911EEA51B},{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},,,,,,25102023-07:53:00
833,is verantwoordelijk voor,"<font color=""#610e6a"">De ORGANISATORISCHE EENHEID waarvoor de MEDEWERKER uit hoofde van zijn of haar functie zorgt (of zorgde) dat deze goed functioneert en daar rekenschap van geeft.</font>",Association,{F5450BE9-CD9C-4fc5-A2E6-A569D5CE87AE},{16EB3936-03CB-4854-9CD8-9F0911EEA51B},{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},,,,,,25102023-07:53:00
834,hoort bij,"<font color=""#610e6a"">De ORGANISATORISCHE EENHEID waarvan de MEDEWERKER deel uitmaakt of deel heeft uitgemaakt.</font>",Association,{CF008EC2-F42E-4e6b-8000-E9A81F3A2ECA},{16EB3936-03CB-4854-9CD8-9F0911EEA51B},{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},,,,,,25102023-07:53:00
835,is,Een ORGANISATORISCHE EENHEID als specialisatie van BETROKKENE,Association,{6B62BEFD-0485-4a41-9C55-A1480F0DF153},{16FB8171-A9ED-4027-A663-C035509501C8},{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},,,,,,25102023-07:53:00
836,verantwoordelijk voor,,Association,{01CEEBB3-B2BF-464b-9CB6-A92E0F454D7E},{8F1A719D-C89A-4194-8FF4-1F3E0F174D3D},{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},,,,,,25102023-07:53:00
837,functie op afdeling,,Association,{353670AB-745D-49a3-B06C-373CC43E3F1A},{F29C11C1-477C-4b90-985C-43F94D08230A},{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},,,,,,25102023-07:53:00
838,afgehandeld door,,Association,{6E0A612D-3FC1-4e4e-A882-307582C17A80},{33E5EA10-F43A-4966-B9C1-875F0E2C1B52},{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},,,,,,25102023-07:53:00
839,onderdeel van afdeling,,Association,{0F596F15-608B-4a1a-ADE6-D1053EF13FF8},{63FF86E2-1BB0-48f6-8D95-3D82E8D2FA06},{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},,,,,,25102023-07:53:00
840,is,,Association,{92A22D30-408A-441f-81CD-1C5F1024FA59},{91F9D39E-0322-42c6-AE7F-5027B36F3EC3},{D12123D3-D62D-4978-B7D4-8405F00A0D6A},,,,,,25102023-07:53:00
841,is,,Association,{9142C2DC-9D2F-41b8-AD21-7C22ADF570E1},{91F9D39E-0322-42c6-AE7F-5027B36F3EC3},{172AFD36-B400-4660-BFAC-4BBC1077D666},,,,,,25102023-07:53:00
842,betreft,,Association,{BBEAE982-EA8B-4e71-8C55-7149B9143E9E},{28A6F2AC-5AB1-4f25-8876-931152CA28E0},{172AFD36-B400-4660-BFAC-4BBC1077D666},,,,,,25102023-07:53:00
843,is,,Association,{4F678BE2-85AA-4354-A4AF-24D9D5F779C3},{91F9D39E-0322-42c6-AE7F-5027B36F3EC3},{FD0B5F4D-AE9B-47bd-8C60-031D21AC24B1},,,,,,25102023-07:53:00
844,is,Een HUISHOUDEN als specialisatie van OBJECT.,Association,{2CA9E920-CD4C-432e-9A5E-44F84F706FAE},{91F9D39E-0322-42c6-AE7F-5027B36F3EC3},{6FB0A5B7-7B5F-437f-A462-4B1EADB964E4},,,,,,25102023-07:53:00
845,is,,Association,{139BE972-6A22-49c6-898D-188BA2505570},{91F9D39E-0322-42c6-AE7F-5027B36F3EC3},{4DA0EB59-963C-4558-B763-44F542BC8D89},,,,,,25102023-07:53:00
846,is,,Association,{B905E456-B624-4d2d-B5F3-413FC8BF08D6},{91F9D39E-0322-42c6-AE7F-5027B36F3EC3},{2EC96974-F21E-4bdb-AF4D-30D7091F5645},,,,,,25102023-07:53:00
847,is,Een BESLUIT als specialisatie van OBJECT.,Association,{DACA45FB-FC4C-4e34-AC69-09811CE65CDF},{91F9D39E-0322-42c6-AE7F-5027B36F3EC3},{AFB100D2-8C68-4488-8949-13E945D15920},,,,,,25102023-07:53:00
848,gewijzigd door,,Association,{CD55CE9B-6C1C-4e74-BD88-3187ADD85856},{16EB3936-03CB-4854-9CD8-9F0911EEA51B},{999725EE-737F-410e-906B-9865EBED3597},,,,,,25102023-07:53:00
849,ingevoerd door,,Association,{BB0E15C3-7C28-4167-A47C-C8EC2B734D21},{16EB3936-03CB-4854-9CD8-9F0911EEA51B},{999725EE-737F-410e-906B-9865EBED3597},,,,,,25102023-07:53:00
850,dient in,,Association,{4FE9452E-CB92-4bce-AC0F-D2555EEE49EA},{16EB3936-03CB-4854-9CD8-9F0911EEA51B},{7694A657-22D8-4b00-AAE2-A78EF014B43A},,,,,,25102023-07:53:00
851,vraagt aan,,Association,{7CD3D99F-7481-4f29-A83F-B4BBCA24C6C0},{16EB3936-03CB-4854-9CD8-9F0911EEA51B},{33E5EA10-F43A-4966-B9C1-875F0E2C1B52},,,,,,25102023-07:53:00
852,is van soort,,Association,{3F138B95-B799-496c-8B92-7BAD804EBAAC},{A3DAD553-0E55-4256-824B-CDB5E12CB545},{D2F0A41E-E49A-4d27-B0A2-DEF81C612A5B},,,,,,25102023-07:53:00
853,heeft klantcontacten,,Association,{4F9D5F50-DE94-480e-BE89-958A1FFF824B},{A3DAD553-0E55-4256-824B-CDB5E12CB545},{16FB8171-A9ED-4027-A663-C035509501C8},,,,,,25102023-07:53:00
854,betreft,,Association,{4721A97B-B196-4494-B145-8AB2BCA38305},{A3DAD553-0E55-4256-824B-CDB5E12CB545},{4B871112-CB41-4bfb-BD43-117C63D31BB4},,,,,,25102023-07:53:00
855,betreft,,Association,{DF44DEC9-F13A-4274-AA28-A1A1851B2B01},{631FEEF1-88D3-4d18-ADB2-BF999068493E},{4B871112-CB41-4bfb-BD43-117C63D31BB4},,,,,,25102023-07:53:00
856,soort,,Association,{266F9975-CC9F-4d21-BDDF-20EC737CF568},{B3371695-97AD-49d2-9AF1-15591B422007},{356C8F59-3721-46d0-BCD0-C17B0130035C},,,,,,25102023-07:53:00
857,omvat,"<font color=""#610e6a"">De ENKELVOUDIGe DOCUMENTen die deel uit maken van het SAMENGESTELD DOCUMENT.</font>",Association,{98544267-83F6-43ed-A9B5-5775C5462D91},{47DA1FC8-F181-41bc-B16A-CE80D2CA13B1},{547FD48D-F885-4816-BCFA-4048995C8D83},,,,,,25102023-07:53:00
858,heeft kenmerk,,Association,{9A5D63E3-15C9-4ebe-9333-27D3BECE7E0D},{5641C50A-C0FA-4e71-B07B-26C7B1CE94ED},{D73AFAEC-3BF1-4309-93FE-5354EF26DA51},,,,,,25102023-07:53:00
859,is van,"<font color=""#610e6a"">Aanduiding van de aard van het DOCUMENT.</font>",Association,{CFC59C3B-CE93-4428-B10D-BE49A6FCD782},{5641C50A-C0FA-4e71-B07B-26C7B1CE94ED},{77C7D6B6-44DE-44c0-A662-8E1A0A226EA8},,,,,,25102023-07:53:00
860,is van,,Association,{5943359E-DF81-47ae-A92E-10B7337A0102},{1B65D674-DC17-40e8-B663-85DA82FD7E94},{710A1D2B-3C7B-41cf-A947-727186C40A98},,,,,,25102023-07:53:00
861,is deel van,,Association,{E3A29593-7D11-45b6-8760-C93326BC40D1},{1B65D674-DC17-40e8-B663-85DA82FD7E94},{EDB5D3CD-CE4D-4317-81C6-C01CC7325148},,,,,,25102023-07:53:00
862,is van,"<font color=""#610e6a"">Aanduiding van de aard van het BESLUIT.</font>",Association,{90835500-2830-4eb0-812A-4088C8C3F672},{AFB100D2-8C68-4488-8949-13E945D15920},{922D3938-A0EA-42bf-9EFC-23A6A236AF9B},,,,,,25102023-07:53:00
863,is deel van,,Association,{6632E190-6345-4e95-BD10-E4F8D912E404},{710A1D2B-3C7B-41cf-A947-727186C40A98},{14E4AF23-21E9-412a-B78D-C208EE9F419D},,,,,,25102023-07:53:00
864,is onderdeel van,,Association,{F7C59B99-448C-42c0-ACEC-9D497D3E0D5B},{14E4AF23-21E9-412a-B78D-C208EE9F419D},{14E4AF23-21E9-412a-B78D-C208EE9F419D},,,,,,25102023-07:53:00
865,is van,,Association,{E2A9D50C-A97B-4a16-B459-6AF2C5E70523},{EDB5D3CD-CE4D-4317-81C6-C01CC7325148},{14E4AF23-21E9-412a-B78D-C208EE9F419D},,,,,,25102023-07:53:00
866,mondt uit,,Association,{3A80E369-1CB1-413e-B9E7-CC54A4EAAFE6},{26C0D33A-B15A-4256-A5BF-5382A4E03539},{F8BD6D83-D3F8-4dd3-B12E-22A991D1A0A2},,,,,,25102023-07:53:00
867,heeft,,Association,{98895123-3432-4228-916D-276992A55D90},{FD701A55-6865-44aa-9A73-C46E02481796},{156C82B1-2641-40c8-9E99-60031643C29A},,,,,,25102023-07:53:00
868,valt binnen,,Association,{CE46B10D-4FE2-495c-AAA4-6DA8D72633DC},{FD701A55-6865-44aa-9A73-C46E02481796},{DA4F9850-4CA0-4508-9D57-F631BC30B360},,,,,,25102023-07:53:00
869,heeft,,Association,{42A182B6-9541-4283-BA4F-E672ADC03C9D},{DB093A73-BE89-462b-8FBA-19B2629072ED},{E403A215-A367-4eef-8716-075AF54388D0},,,,,,25102023-07:53:00
870,heeft prijs,,Association,{DD042091-C78F-421c-954A-3C8B4C688527},{F1489610-1E50-4328-8CD8-F41E9CE0C0D8},{D5DD2F67-6A1F-46b0-972E-795ECC4B2E4F},,,,,,25102023-07:53:00
871,valt binnen,,Association,{C5CAADE8-D3FE-4a2a-8CE0-8C3F5DC74DB1},{BEFEC56A-EF6C-49f0-9368-7E46F75D9562},{D5DD2F67-6A1F-46b0-972E-795ECC4B2E4F},,,,,,25102023-07:53:00
872,betreft,,Association,{F800F9CB-3617-4d92-B5F4-5B5C9AF87002},{45AFD4E2-9909-4c33-93CE-F2466B85CA0F},{D5DD2F67-6A1F-46b0-972E-795ECC4B2E4F},,,,,,25102023-07:53:00
873,gerelateerdObjecttype,,Association,{3DEBAD4B-F4C6-42fc-9CC3-25E496DE744B},{DFD2814E-7D36-45e2-B082-2ED574A409E1},{A2451674-6C19-4bf9-81F9-57CDE2F60144},,,,,,25102023-07:53:00
874,gedefinieerd door,,Association,{D04B4B9C-15D5-4421-A672-0AA90EE62A1B},{E846CC36-DF4A-4398-AE4C-122CAFEBAEAA},{A2451674-6C19-4bf9-81F9-57CDE2F60144},,,,,,25102023-07:53:00
875,bezit,,Association,{36EB4818-D2B7-4dc9-B3E3-9B4E71091C92},{A2451674-6C19-4bf9-81F9-57CDE2F60144},{DFD2814E-7D36-45e2-B082-2ED574A409E1},,,,,,25102023-07:53:00
876,,,Association,{D4FC4F07-C62A-411b-9887-DFC4A31ABF95},{A2451674-6C19-4bf9-81F9-57CDE2F60144},{0CF1C34D-8AD5-4ac5-8538-87252E66A8C8},,,,,,25102023-07:53:00
877,bezit,,Association,{FB2504BA-3DEF-45eb-B581-79D4B7B6B7AA},{A2451674-6C19-4bf9-81F9-57CDE2F60144},{8D273DE5-3529-4652-BCA1-F86B28F26017},,,,,,25102023-07:53:00
878,link van,,Association,{24F1516A-B3A7-4fb0-8FBA-5258470B7301},{C0F1A08E-C6CD-4524-A2E0-0E5CA483DCFD},{AB7CF266-388F-413a-92D0-B2FA67C75633},,,,,,25102023-07:53:00
879,,,Generalization,{90A8858D-F461-497b-A5B8-498FE330EE0B},{C0F1A08E-C6CD-4524-A2E0-0E5CA483DCFD},{B027D022-41D9-4c63-A63D-8F5111689564},,,,,,25102023-07:53:00
880,,,Generalization,{B3EAA4F8-EB2B-438a-86BC-DDFBA14B473E},{E8C75DAB-F9AE-4fe2-9114-870434F2EA80},{B027D022-41D9-4c63-A63D-8F5111689564},,,,,,25102023-07:53:00
881,,,Generalization,{36305C3C-7347-455c-85EB-A63018995066},{D67A4AC2-9A17-4cd0-82D7-732A89018FDA},{B027D022-41D9-4c63-A63D-8F5111689564},,,,,,25102023-07:53:00
882,,,Generalization,{AD651614-CA9B-4f11-A212-CD12CB2830CD},{0B3C37DD-42A1-4b6b-B534-CD276112FD3B},{B027D022-41D9-4c63-A63D-8F5111689564},,,,,,25102023-07:53:00
883,,,Generalization,{B8ECB96C-36B2-450e-AD4D-B1AA172E1BBF},{DD277E82-0CA5-4460-918F-9178B5F01886},{B027D022-41D9-4c63-A63D-8F5111689564},,,,,,25102023-07:53:00
884,,,Generalization,{5A9D905C-7FFC-4a63-A4EB-79CA083B2FD7},{2E5F9AF9-D1BA-4dc0-9621-4101D24B8ABD},{B027D022-41D9-4c63-A63D-8F5111689564},,,,,,25102023-07:53:00
885,,,Generalization,{EFA338EB-CD5F-4dca-9AC1-505E986514EB},{D0AB8CF6-F6CC-4337-BE07-DFE6B3CEFBB3},{B027D022-41D9-4c63-A63D-8F5111689564},,,,,,25102023-07:53:00
886,,,Generalization,{DB85B252-E0E1-44a7-81E3-93C293FD9B8C},{6C92F0F8-BC92-428c-B729-1A10D515DAEF},{B027D022-41D9-4c63-A63D-8F5111689564},,,,,,25102023-07:53:00
887,link naar,,Association,{6CA6F084-4DE0-4c35-AC1E-1E2F6FC54177},{AB7CF266-388F-413a-92D0-B2FA67C75633},{C0F1A08E-C6CD-4524-A2E0-0E5CA483DCFD},,,,,,25102023-07:53:00
888,,,Generalization,{EBF0C505-6860-4103-A0D5-15DF00F88114},{A8945FD7-EA20-418e-8E7F-18F13F16E338},{C0F1A08E-C6CD-4524-A2E0-0E5CA483DCFD},,,,,,25102023-07:53:00
889,,,Generalization,{D3B2CB64-5809-4f22-9702-11BF9D5D31E8},{FFD22E11-7A3A-459a-B575-928C67E8D1F3},{C0F1A08E-C6CD-4524-A2E0-0E5CA483DCFD},,,,,,25102023-07:53:00
890,,,Generalization,{A785B084-F178-41fa-869D-2AE6BEF5BE7C},{3AFD7E5F-8061-4776-A332-334AF4125E7D},{C0F1A08E-C6CD-4524-A2E0-0E5CA483DCFD},,,,,,25102023-07:53:00
891,geclassificeerd als,,Association,{827C0C04-BB19-4cca-B2D2-F8F589124A38},{E846CC36-DF4A-4398-AE4C-122CAFEBAEAA},{81F207D0-A071-48c7-8C4C-25F8D25A3DE8},,,,,,25102023-07:53:00
892,bevat,,Association,{5125EA2E-16E9-411b-A20F-802E0B335037},{A8945FD7-EA20-418e-8E7F-18F13F16E338},{E846CC36-DF4A-4398-AE4C-122CAFEBAEAA},,,,,,25102023-07:53:00
893,levert,,Association,{42164840-C756-492e-A778-D778B6B90C19},{144D1047-35BB-4926-9472-895D89DC2E0C},{E846CC36-DF4A-4398-AE4C-122CAFEBAEAA},,,,,,25102023-07:53:00
894,heeft versies,,Association,{28D220D9-A7C8-4054-A2E4-2AB35D150EDA},{A8945FD7-EA20-418e-8E7F-18F13F16E338},{39445166-1EAB-43f8-9F5C-89EA606605EE},,,,,,25102023-07:53:00
895,heeft packages,,Association,{F0223073-605B-4920-ABF7-6620F13A1BB6},{A8945FD7-EA20-418e-8E7F-18F13F16E338},{ACE86CFF-D6D0-4cbd-8395-99BD763F1B37},,,,,,25102023-07:53:00
896,heeft notities,,Association,{E8FABB8C-972D-43ce-805C-578C0E4B983B},{A8945FD7-EA20-418e-8E7F-18F13F16E338},{354E5545-D067-4b81-9D1D-C5F5FFB532C7},,,,,,25102023-07:53:00
897,heeft herkomst,,Association,{B90C1086-1ADC-4b38-9B54-A709EBB2DAE3},{A8945FD7-EA20-418e-8E7F-18F13F16E338},{A784A0ED-4451-4a92-B7C8-ABE528BA898F},,,,,,25102023-07:53:00
898,valt binnen,,Association,{2B95DC1E-3A13-4c88-AD8F-D42DA96B45FD},{BEFEC56A-EF6C-49f0-9368-7E46F75D9562},{2AA9DB3B-D79C-490d-8776-DA1CB25E9B09},,,,,,25102023-07:53:00
899,heeft,,Association,{D3BFC0FC-375B-4acf-B588-D0C21597C84A},{45AFD4E2-9909-4c33-93CE-F2466B85CA0F},{2AA9DB3B-D79C-490d-8776-DA1CB25E9B09},,,,,,25102023-07:53:00
900,valt binnen,,Association,{14C5A9DD-7317-48cc-BDD1-1C2E91A58702},{45AFD4E2-9909-4c33-93CE-F2466B85CA0F},{BEFEC56A-EF6C-49f0-9368-7E46F75D9562},,,,,,25102023-07:53:00
901,server van database,,Association,{647B7DC0-6FCE-4d30-9CC7-9739BA6627E8},{FFD22E11-7A3A-459a-B575-928C67E8D1F3},{3AFD7E5F-8061-4776-A332-334AF4125E7D},,,,,,25102023-07:53:00
902,heeft changelog,,Association,{5410F48D-F52E-4ec6-A270-59AD05B60075},{B027D022-41D9-4c63-A63D-8F5111689564},{5492ED6D-608E-465e-B975-BCADAAA3EE7F},,,,,,25102023-07:53:00
903,heeft,,Association,{0A4EE071-9E38-4a5c-A701-0ECACC233BB1},{8D273DE5-3529-4652-BCA1-F86B28F26017},{7EFBF1CA-EC6E-4b8a-B97F-453CA32AB9A5},,,,,,25102023-07:53:00
904,mondt uit,,Association,{B1AE1615-E4CD-4e14-B866-F6DD3F3837E8},{7694A657-22D8-4b00-AAE2-A78EF014B43A},{BB135B0E-A2C2-4681-BD91-30863F8B3D70},,,,,,25102023-07:53:00
905,mondt uit,,Association,{CE4355D8-EE82-4ce4-8B5B-7BD4769AA44E},{7694A657-22D8-4b00-AAE2-A78EF014B43A},{44EC6082-2682-43c7-A52E-0AD05B06A046},,,,,,25102023-07:53:00
906,betreft,,Association,{D42EDBD0-1347-4dbc-9A17-DFA3B4144BD7},{BF21FFA3-3EA6-410a-BC65-7BE5547646B6},{44EC6082-2682-43c7-A52E-0AD05B06A046},,,,,,25102023-07:53:00
907,betreft,,Association,{11E96BA6-1358-47d9-A851-0EDC29AA3E2A},{1EF1AC66-9563-4cdd-AE78-0878D651907A},{44EC6082-2682-43c7-A52E-0AD05B06A046},,,,,,25102023-07:53:00
908,betreft,,Association,{0BBACB1A-E170-478c-9E82-56E273D340A2},{AB2AED85-D2B0-45cf-9B1F-C6005E894494},{44EC6082-2682-43c7-A52E-0AD05B06A046},,,,,,25102023-07:53:00
909,valt onder,,Association,{FA4F75BB-DBC5-47b3-90F1-0AC75F94E634},{6A4CF470-3B0E-4141-9DB6-C9E8A525CB49},{44EC6082-2682-43c7-A52E-0AD05B06A046},,,,,,25102023-07:53:00
910,betreft,,Association,{DA41126D-D289-40bb-A36D-5625650CBE54},{2902E8D6-FF16-45d6-A0A4-47E2857D2D19},{44EC6082-2682-43c7-A52E-0AD05B06A046},,,,,,25102023-07:53:00
911,mondt uit,,Association,{AD975BE9-A0DA-49e6-A0C4-9569996A120F},{BB135B0E-A2C2-4681-BD91-30863F8B3D70},{44EC6082-2682-43c7-A52E-0AD05B06A046},,,,,,25102023-07:53:00
912,betreft,,Association,{263D659A-945D-42b7-97BB-2B96E51903C1},{BB182A6F-6935-4702-ABEA-B96E32A40B02},{01D90490-C76A-444a-BFCE-355AFC5FB012},,,,,,25102023-07:53:00
913,ingediend voor,,Association,{D92FDD25-BBD8-463d-B918-B7340DF94F75},{75B4E818-5ECD-45c5-98F9-66F57FC6117E},{01D90490-C76A-444a-BFCE-355AFC5FB012},,,,,,25102023-07:53:00
914,mondt uit in,,Association,{90C15984-859B-4665-A898-139D05C730D5},{B598FF22-CDD0-486f-B528-99421D0FA608},{01D90490-C76A-444a-BFCE-355AFC5FB012},,,,,,25102023-07:53:00
915,heeft,,Association,{05D2D9C8-7433-4221-9EEF-612ACFFDC656},{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},{AB2AED85-D2B0-45cf-9B1F-C6005E894494},,,,,,25102023-07:53:00
916,biedt aan,,Association,{6918E1EE-EC2B-45c6-BC35-693CEB3C30F1},{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},{75B4E818-5ECD-45c5-98F9-66F57FC6117E},,,,,,25102023-07:53:00
917,betreft,,Association,{2412AD35-118A-4a10-92A6-B4381CC94130},{3FB9B466-D147-42d7-99D1-2D14A007D16C},{75B4E818-5ECD-45c5-98F9-66F57FC6117E},,,,,,25102023-07:53:00
918,heeft,,Association,{044ACFF3-A63F-4745-9BFB-CD7E5CB1A797},{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},{2902E8D6-FF16-45d6-A0A4-47E2857D2D19},,,,,,25102023-07:53:00
