nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-URL,GEMMA-alternate-name,GEMMA-guid,GEMMA-guid,GEMMA-type,GEMMA-type,datum-tijd-export,GGM-toelichting
737,OnbegroeidTerreindeel,"Kleinste functioneel onafhankelijk stukje van een terrein, dat er binnen het objecttype Terrein van NEN 3610 wordt onderscheiden, zonder aaneengesloten vegetatie.",Class,,{C32F1546-F793-4f13-91A4-2047E6DE6E91},,,,,,,,,,,,,,,,04062025-090332,
738,OndersteunendWaterdeel,Object dat in het kader van de waterhuishouding periodiek gedeeltelijk of geheel met water is bedekt.,Class,,{7B92809F-CFAE-4be8-BE3A-4E4B94E83F52},,,,,,,,,,,,,,,,04062025-090332,
739,OndersteunendWegdeel,Een deel van de weg dat niet primair bedoeld is voor gebruik door het verkeer.,Class,,{F55A5977-7E3B-4cf4-B8D1-CFCEECA0DEA1},,,,,,,,,,,,,,,,04062025-090332,
740,Overbruggingsdeel,"Onderdeel van een beweegbare of vaste verbinding tussen twee punten, die door water, een weg of anderszins gescheiden zijn, dat essentieel is voor de constructie.",Class,,{2E45A5F3-A685-48c5-98D4-794BE382891E},,,,,,,,,,,,,,,,04062025-090332,
741,OverigBenoemdTerrein,"Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen onbebouwd terrein of een gedeelte daarvan, geen standplaats of gedeelte van een ligplaats zijnde, dat bestemd is voor het gedurende langere tijd verrichten van een maatschappelijke activiteit.",Class,,{CFA3D54E-C8E0-4559-9475-29D31AF2DECD},,,,,,,,,,,,,,,,04062025-090332,
742,NatuurlijkPersoon,Een INGESCHREVEN PERSOON of ANDER NATUURLIJK PERSOON,Class,,{9F4E12E4-B228-4931-AC83-1B1F60958A89},,,,,NatuurlijkPersoon,Een INGESCHREVEN PERSOON of ANDER NATUURLIJK PERSOON,,,,https://gemmaonline.nl/index.php/GEMMA/id-cd27cd50-1721-4870-a292-ea0f24d1ada4,,cd27cd50-1721-4870-a292-ea0f24d1ada4,,business-object,,04062025-090332,
743,OverigBouwwerk,"Met de aarde verbonden duurzaam bouwwerk, dat niet valt onder de definities van een pand of kunstwerk. ",Class,,{1DA7BC25-CF02-4161-B9A2-DE0BE27C5254},,,,,,,,,,,,,,,,04062025-090332,
744,OverigGebouwdObject,"De kleinste eenheid van gebruik, geen verblijfsobject zijnde, binnen een bij de totstandkoming functioneel en bouwkundig constructief zelfstandige eenheid die direct en duurzaam met de aarde is verbonden.",Class,,{7CDF37D9-26D7-46a5-9CF3-392601BDCECA},,,,,,,,,,,,,,,,04062025-090332,
745,NietNatuurlijkPersoon,Een INGESCHREVEN NIET-NATUURLIJK PERSOON of een ANDER BUITENLANDS NIET-NATUURLIJK PERSOON,Class,,{3D5CCB29-91E4-458e-8BCD-6741198E45B8},,,,,NietNatuurlijkPersoon,Een INGESCHREVEN NIET-NATUURLIJK PERSOON of een ANDER BUITENLANDS NIET-NATUURLIJK PERSOON,,,,https://gemmaonline.nl/index.php/GEMMA/id-6eaed538-bcc5-4648-b0f2-4c5095b9f514,,6eaed538-bcc5-4648-b0f2-4c5095b9f514,,business-object,,04062025-090332,
746,OverigeAdresseerbaarObjectAanduiding,Een door de gemeenteraad als zodanig toegekende aanduiding van een overig gebouwd object of een overig benoemd terrein.,Class,,{7B33EB93-BAD8-4b36-90A1-B3909415EDC3},,,,,OverigeAdresseerbaarObjectAanduiding,Een door de gemeenteraad als zodanig toegekende aanduiding van een overig gebouwd object of een overig benoemd terrein.,,,Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,https://gemmaonline.nl/index.php/GEMMA/id-900a1db0-0009-453f-a000-4d382bcc367d,,900a1db0-0009-453f-a000-4d382bcc367d,,business-object,,04062025-090332,
747,OverigeScheiding,"Kunstmatig, meestal lineair obstakel met een werende functie, met kleinere afmetingen dan toegestaan voor opname in de BGT.",Class,,{EC57B722-D4B4-42d2-AF3C-31E085C63EBB},,,,,,,,,,,,,,,,04062025-090332,
748,Reisdocument,Een document dat vereist is voor reizen naar het buitenland,Class,,{CA9BC1BB-D572-4e47-BECF-17CFD379BD6A},,,,,Reisdocument,Een document dat vereist is voor reizen naar het buitenland,,,BRP,https://gemmaonline.nl/index.php/GEMMA/id-bd460a48-7720-465d-b12b-c15097ec620c,,bd460a48-7720-465d-b12b-c15097ec620c,,business-object,,04062025-090332,
749,Scheiding,"Kunstmatig, meestal lineair obstakel met een werende functie.",Class,,{A637379F-6E1D-47aa-AE75-3E22FE0DC814},,,,,,,,,,,,,,,,04062025-090332,
750,Spoor,"De as van het spoor, dat wil zeggen het midden van twee stalen staven op een onderling vaste afstand, waarover trein, tram, of sneltram rijdt.",Class,,{B0EA89D8-EE32-410b-B683-8CA937E5009D},,,,,,,,,,,,,,,,04062025-090332,
751,Rechtspersoon,Een NATUURLIJK PERSOON of een NIET-NATUURLIJK PERSOON,Class,,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,Rechtspersoon,Een NATUURLIJK PERSOON of een NIET-NATUURLIJK PERSOON,,,,https://gemmaonline.nl/index.php/GEMMA/id-cad45b80-14d3-4a0c-a906-0c1614dc9570,,cad45b80-14d3-4a0c-a906-0c1614dc9570,,business-object,,04062025-090332,
752,Tenaamstelling,"Een TENAAMSTELLING  vormt de relatie tussen een Recht en een Persoon en geeft aan welk recht, met uitzondering van hypotheek en beslag, door een Persoon wordt uitgeoefend op een Kadastraal object. ",Class,,{2651D6E0-6AC8-43a8-A4F6-4706209BAC8E},,,,,Tenaamstelling,"Een TENAAMSTELLING  vormt de relatie tussen een Recht en een Persoon en geeft aan welk recht, met uitzondering van hypotheek en beslag, door een Persoon wordt uitgeoefend op een Kadastraal object.",,,BRK,https://gemmaonline.nl/index.php/GEMMA/id-429cbd2f-a86d-49d9-9c8a-0de67a7e7d3e,,429cbd2f-a86d-49d9-9c8a-0de67a7e7d3e,,business-object,,04062025-090332,
753,Tunneldeel,"Onderdeel van een kunstmatig aangelegde, kokervormige onderdoorgang, dat essentieel is voor de constructie.",Class,,{EE07AE43-1825-4377-9984-9636AB015C11},,,,,,,,,,,,,,,,04062025-090332,
754,Vestiging,Een gebouw of complex van gebouwen waar duurzame uitoefening van de activiteiten van een onderneming of rechtspersoon plaatsvindt.,Class,,{B60B8EF9-D1C0-4e36-BF9B-1C16F92518DD},,,,,Vestiging,Een gebouw of complex van gebouwen waar duurzame uitoefening van de activiteiten van een onderneming of rechtspersoon plaatsvindt.,,,NHR,https://gemmaonline.nl/index.php/GEMMA/id-b403d1ab-a0ee-4ca0-befa-01bbc54bf403,,b403d1ab-a0ee-4ca0-befa-01bbc54bf403,,business-object,,04062025-090332,
755,Vegetatieobject,Solitair vegetatieobject of lijn- of vlakvormige groep gelijksoortige vegetatieobjecten met een beperkte omvang.,Class,,{9980DF6D-0C86-4039-8400-C54DAC77FB79},,,,,,,,,,,,,,,,04062025-090332,
756,Waterdeel,"Kleinste functioneel onafhankelijk stukje water met gelijkblijvende, homogene eigenschappen en relaties dat er binnen het objecttype Water van NEN 3610 wordt onderscheiden.",Class,,{FD0B5F4D-AE9B-47bd-8C60-031D21AC24B1},,,,,,,,,,,,,,,,04062025-090332,
757,Wegdeel,"Kleinste functioneel onafhankelijk stukje van een NEN 3610 Weg,  met gelijkblijvende homogene eigenschappen en relaties en primair bedoeld voor gebruik door weg-, spoor- en vliegverkeer te land ",Class,,{9B0F3F8B-B79B-46f7-BF81-96E4C63B9AC2},,,,,,,,,,,,,,,,04062025-090332,
758,Verblijfstitel,"Rechtsgrond op basis waarvan men bevoegd is in een land te verblijven.
Opmerkingen obv Key2Burgerzaken:
De verblijfstitel heeft een ingangs- en vervaldatum, datum geldig en een opname datum
RSGB3.0 onderkent alleen Datum einde en Datum ingang. Dat is onvoldoende om volgorde en geldigheid in tijd correct te bepalen
",Class,,{A660422D-E9ED-47c9-9978-480E57572775},,,,,Verblijfstitel,"Rechtsgrond op basis waarvan men bevoegd is in een land te verblijven.
Opmerkingen obv Key2Burgerzaken:
De verblijfstitel heeft een ingangs- en vervaldatum, datum geldig en een opname datum
RSGB3.0 onderkent alleen Datum einde en Datum ingang. Dat is o",,,,https://gemmaonline.nl/index.php/GEMMA/id-fd0e38fd-ce78-454e-9d27-268a9e15ca40,,fd0e38fd-ce78-454e-9d27-268a9e15ca40,,business-object,,04062025-090332,
759,WOZ-deelobject,"Aanduiding van afzonderlijke elementen (delen van het object, bijzondere waarderelevante factoren) die voor de onderbouwing van de vastgestelde waarde van belang zijn.",Class,,{EEC30588-0E12-41c9-977E-C885A0A7EDC3},,,,,WOZDeelobject,"Aanduiding van afzonderlijke elementen (delen van het object, bijzondere waarderelevante factoren) die voor de onderbouwing van de vastgestelde waarde van belang zijn.",,,Gegevenswoordenboek WOZ,https://gemmaonline.nl/index.php/GEMMA/id-8047febd-3ee4-4a35-83ce-5f538c607446,,8047febd-3ee4-4a35-83ce-5f538c607446,,business-object,,04062025-090332,
760,WOZ-object,De onroerende zaak waarvan op grond van de Wet WOZ de waarde moet worden bepaald en vastgesteld.,Class,,{CB7BA76D-0793-4d5a-9596-533C5BC56BBF},,,,,WOZObject,De onroerende zaak waarvan op grond van de Wet WOZ de waarde moet worden bepaald en vastgesteld.,,,BRWOZ,https://gemmaonline.nl/index.php/GEMMA/id-3f1aeea3-a5a8-4df6-af1e-51d5ef4ad32f,,3f1aeea3-a5a8-4df6-af1e-51d5ef4ad32f,,business-object,,04062025-090332,
761,WOZ-Waarde,De op grond van de Wet WOZ vastgestelde waarde van het WOZ-object naar de genoemde waardepeildatum.,Class,,{7C387F42-EC1A-4a78-B09B-533AAB03C0C2},,,,,,,,,,,,,,,,04062025-090332,
762,ZakelijkRecht,"Het eigendom van, of een beperkt recht van een natuurlijk of niet-natuurlijk persoon (PERSOON) op, een onroerende zaak (met uitzondering van hypotheken en beslagen).",Class,,{8C809341-AC60-4378-8BA0-0843E8C06AF3},,,,,ZakelijkRecht,"Het eigendom van, of een beperkt recht van een natuurlijk of niet-natuurlijk persoon (PERSOON) op, een onroerende zaak (met uitzondering van hypotheken en beslagen).",,,BRK,https://gemmaonline.nl/index.php/GEMMA/id-671ec5bd-e8ac-44d7-8a01-cc9b439c6c5f,ZakelijkRecht (RSGB Model),671ec5bd-e8ac-44d7-8a01-cc9b439c6c5f,,business-object,,04062025-090332,
763,Zekerheidsrecht,Een zekerheidsrecht is een beperkt recht (hypotheek) of een beperking (beslag).,Class,,{3397A5B5-E789-46e6-8559-C528EA55F830},,,,,Zekerheidsrecht,Een zekerheidsrecht is een beperkt recht (hypotheek) of een beperking (beslag).,,,BRK,https://gemmaonline.nl/index.php/GEMMA/id-0f33d06b-3e1f-4693-87af-2a5a9b739219,,0f33d06b-3e1f-4693-87af-2a5a9b739219,,business-object,,04062025-090332,
764,LocatieaanduidingAdresWOZObject,Nadere aanduiding van het WOZ-object middels een locatieomschrijving van ADRESSEERBAAR OBJECT AANDUIDING.,Class,,{DF81069D-CBE4-433e-AB7C-CB06170275C9},,,,,,,,,,,,,,,,04062025-090332,
765,Adresaanduiding,De adresaanduiding van het WOZ-OBJECT,Class,,{C14C1D0E-2EE3-4d79-B7AB-BC0B7686FEF4},,,,,,,,,,,,,,,,04062025-090332,
766,CorrespondentieadresBuitenland,De gegevens over het buitenlands correspondentie (-post)adres in het buitenland,Class,,{CE58213C-7904-4c04-964C-8CE34C4443DF},,,,,,,,,,,,,,,,04062025-090332,
767,GeboorteIngeschrevenNatuurlijkPersoon,Gegevens over de geboorte van de INGESCHREVEN NATUURLIJK PERSOON.,Class,,{C9DD308F-7EA7-4c1a-BC7D-68077692C113},,,,,,,,,,,,,,,,04062025-090332,
768,GeboorteIngeschrevenPersoon,Gegevens over de geboorte van de ingeschreven persoon.,Class,,{4904DACB-3C13-43c1-BA00-137D9BFA3856},,,,,,,,,,,,,,,,04062025-090332,
769,HandelsnamenMaatschappelijkeActiviteit,{nog niet in NHR uitgewerkt},Class,,{EAF23F0A-1175-465d-A889-7396B2E18967},,,,,,,,,,,,,,,,04062025-090332,
770,HandelsnamenVestiging,{nog niet in NHR uitgewerkt},Class,,{FDD9A2C7-930E-4646-B1FE-81060430DC55},,,,,,,,,,,,,,,,04062025-090332,
771,KoopsomKadastraleOnroerendeZaak,"Het in een ter inschrijving aangeboden stuk vermelde bedrag, waarvoor 1 of meer onroerende zaken zijn verkregen. ",Class,,{B1CB6F3A-A1F5-43f2-B077-02AD7441B1E3},,,,,,,,,,,,,,,,04062025-090332,
772,LocatieKadastraleOnroerendeZaak,Deze wordt gebruikt om één of meer locatieaanduiding(en) van een onroerende zaak weer te geven.,Class,,{1ECAEB3C-EBE2-4afb-8D34-6AFEEFDF3FCA},,,,,,,,,,,,,,,,04062025-090332,
773,MigratieIngeschrevenNatuurlijkPersoon,Om gegevens vast te leggen over immigratie en emigratie.,Class,,{21BC7953-0237-44c7-ACA5-8A8BC7AE96AD},,,,,,,,,,,,,,,,04062025-090332,
774,NaamAanschrijvingNatuurlijkPersoon,De naamgegevens waarmee de persoon heeft aangegeven aangeschreven te willen worden,Class,,{1F5046AA-A7C3-4146-9C7C-E80AC8F7A2FF},,,,,,,,,,,,,,,,04062025-090332,
775,NaamgebruikNatuurlijkPersoon,De naamgegevens waarmee de persoon heeft aangegeven aangeschreven te willen worden,Class,,{02601AC0-9F85-47e3-82AF-7E8D860559F7},,,,,,,,,,,,,,,,04062025-090332,
776,NaamNatuurlijkPersoon,Gegevens over de naam van de natuurlijk persoon,Class,,{47AEC100-56C6-4450-B6A2-02C7E420D5EC},,,,,,,,,,,,,,,,04062025-090332,
777,NationaliteitIngeschrevenNatuurlijkPersoon,Gegevens over de nationaliteit.,Class,,{261B509E-6879-4475-B5F8-77E8428816CE},,,,,,,,,,,,,,,,04062025-090332,
778,NederlandseNationaliteitIngeschrevenPersoon,Gegevens over de nationaliteit.,Class,,{BA5F2281-466D-4c69-9EB8-D10614C5CD8E},,,,,,,,,,,,,,,,04062025-090332,
779,OntbindingHuwelijk/geregistreerdPartnerschap,Gegevens over het ontbonden huwelijk of geregistreerd partnerschap.,Class,,{10E7F112-407D-4099-9CC7-F6B53DD094BF},,,,,,,,,,,,,,,,04062025-090332,
780,OverlijdenIngeschrevenNatuurlijkPersoon,Gegevens over het overlijden van de ingeschreven natuurlijk persoon.,Class,,{26BCBA8B-C96C-4fc1-8CC3-40698E0FB71E},,,,,,,,,,,,,,,,04062025-090332,
781,OverlijdenIngeschrevenPersoon,Gegevens over het overlijden van de ingeschreven persoon.,Class,,{E4578F75-847E-48ef-A91F-EF8B53AEDEC5},,,,,,,,,,,,,,,,04062025-090332,
782,Postadres,De gegevens die tezamen een postbusadres of antwoordnummeradres vormen,Class,,{990C2EBD-AB9B-4f3f-AFF0-18BA11A552DA},,,,,,,,,,,,,,,,04062025-090332,
783,Rekeningnummer,De gegevens inzake de bankrekening waarmee het SUBJECT in de regel financieel communiceert. ,Class,,{BB4BA421-A7D6-4b33-B64A-49AA82C56242},,,,,,,,,,,,,,,,04062025-090332,
784,SamengesteldeNaamNatuurlijkPersoon,Gegevens over de naam van de NATUURLIJK PERSOON,Class,,{61321504-DFA1-4b65-853B-88C0581576F9},,,,,,,,,,,,,,,,04062025-090332,
785,SBIActiviteitVestiging,Aanduiding van de activiteit (en) van een vestiging  conform de Standaard BedrijfsIndeling ,Class,,{EAD40DDC-9904-4cde-BE9B-2100268E71B7},,,,,,,,,,,,,,,,04062025-090332,
786,SluitingOfAangaanHuwelijkOfGeregistreerdPartnerschap,Gegevens over het gesloten huwelijk of het aangegane geregistreerd partnerschap.,Class,,{28A0D7C0-DABF-403b-B263-22F424032A28},,,,,,,,,,,,,,,,04062025-090332,
787,SoortFunctioneelGebied,Gegevens over het soort functioneel gebied.,Class,,{C2D0F78A-D6FC-4330-B78C-4F4B34EE1349},,,,,,,,,,,,,,,,04062025-090332,
788,SoortKunstwerk,Gegevens over het soort kunstwerk.,Class,,{64D33964-B205-4071-9C0F-00E6AFDACC45},,,,,,,,,,,,,,,,04062025-090332,
789,SoortOverigBouwwerk,Gegevens over het soort overig bouwwerk.,Class,,{4CB05400-6AE8-44d9-AA8A-5CA84CFB0B6E},,,,,,,,,,,,,,,,04062025-090332,
790,SoortScheiding,Gegevens over de soort scheiding,Class,,{E500F84E-81CE-4984-832E-C3B53D14722A},,,,,,,,,,,,,,,,04062025-090332,
791,SoortSpoor,Gegevens over het soort spoor.,Class,,{2F658B5B-1B89-437e-8EAD-FD544FD62A0A},,,,,,,,,,,,,,,,04062025-090332,
792,SplitsingstekeningReferentie,Verwijzing naar de splitsingstekening behorende bij de APPARTEMENTSRECHTSPLITSING,Class,,{C97E674B-BCBC-45e8-B60C-1E0C7954D751},,,,,,,,,,,,,,,,04062025-090332,
793,VerblijfadresIngeschrevenNatuurlijkPersoon,De gegevens over het verblijf en adres van de INGESCHREVEN NATUURLIJK PERSOON,Class,,{E5E010C2-C1F3-4986-AA9A-C71C19263606},,,,,,,,,,,,,,,,04062025-090332,
794,VerblijfadresIngeschrevenPersoon,De gegevens over het verblijf en adres van de INGESCHREVEN PERSOON,Class,,{F6DAC299-3F19-45c6-BFFE-EB38C1C51459},,,,,,,,,,,,,,,,04062025-090332,
795,VerblijfBuitenland,De gegevens over het verblijf in het buitenland,Class,,{E3567219-5744-4b70-901D-BAEBD8FF4947},,,,,,,,,,,,,,,,04062025-090332,
796,VerblijfBuitenlandSubject,De gegevens over het verblijf in het buitenland,Class,,{19BA2B32-7BC5-41be-A352-21C41423C4B2},,,,,,,,,,,,,,,,04062025-090332,
797,VerblijfsrechtIngeschrevenNatuurlijkPersoon,De gegevens om het verblijfsrecht vast te leggen.,Class,,{0DC6F150-CF59-4376-A5F0-E0B600BE4C53},,,,,,,,,,,,,,,,04062025-090332,
798,VerstrekkingsbeperkingPartieelIngeschrevenNatuurlijkPersoon,Een INGESCHREVEN NATUURLIJK PERSOON kan voor één of meerdere partijen kiezen voor wie een verstrekkingsbeperking geldt.,Class,,{8E090A86-8095-458c-B162-B09982158CD5},,,,,,,,,,,,,,,,04062025-090332,
799,AanduidingVerblijfsrecht,Aanduiding in verband met het verblijfsrecht van de vreemdeling.,Class,,{EBE4A0C9-9281-4750-8E70-AF70A549CD6B},,,,,AanduidingVerblijfsrecht,Aanduiding in verband met het verblijfsrecht van de vreemdeling.,,,BRP,https://gemmaonline.nl/index.php/GEMMA/id-c5346a86-b511-420a-be6b-f431668f28fc,,c5346a86-b511-420a-be6b-f431668f28fc,,business-object,,04062025-090332,
800,AutoriteitAfgifteNederlandsReisdocument,Een opsomming van de diverse coderingen van de autoriteiten die een Nederlands reisdocument kunnen afgegeven ,Class,,{E36F8A4C-C487-40ec-9D4F-4FDF5DCED461},,,,,AutoriteitAfgifteNederlandsReisdocument,Een opsomming van de diverse coderingen van de autoriteiten die een Nederlands reisdocument kunnen afgegeven,,,BRP,https://gemmaonline.nl/index.php/GEMMA/id-18d19806-b210-4a85-ad89-52c9925008d6,,18d19806-b210-4a85-ad89-52c9925008d6,,business-object,,04062025-090332,
801,Verblijfstitel,Rechtsgrond op basis waarvan men bevoegd is in een land te verblijven.,Class,,{0F51B100-1C60-4d54-9B60-1C9BF9C856A2},,,,,,,,,,,,,,,,04062025-090332,
802,AardAantekening,Een opsomming van de diverse aarden van de aantekeningen zoals door de Dienst Kadaster is onderscheiden.,Class,,{BE0C0747-E9CD-4ae1-A83C-94A724513C7B},,,,,,,,,,,,,,,,04062025-090332,
803,AardZakelijkRecht,Een opsomming van de diverse aarden van het zakelijk rechten zoals door de Dienst Kadaster is onderscheiden.,Class,,{AC4F4A9C-1623-4447-9813-0722CDD58E66},,,,,,,,,,,,,,,,04062025-090332,
804,AardFiliatie,Een opsomming van redenen waarom kadastrale onroerende zaken aan elkaar gerelateerd kunnen zijn,Class,,{1453EF69-1E5E-49ae-8510-A68652374710},,,,,,,,,,,,,,,,04062025-090332,
805,AcademischeTitel,Een formeel via het Staatsblad gepubliceerde aanduiding van een wetenschappelijke of andere graad van opleiding welke bij aanschrijving voorafgaat aan de voornamen (dan wel de daarvan afgeleide naamgegevens) dan wel volgt op de achternaam.,Class,,{B2857D85-8135-461e-90FF-A2E3DDD9981D},,,,,,,,,,,,,,,,04062025-090332,
806,AkrKadastraleGemeentecode,De door de Dienst Kadaster onderkende AKR codes voor  kadastrale gemeenten,Class,,{6BA8DD14-1CC9-4669-BDCC-856B5C628D6B},,,,,AKRKadastraleGemeentecode,De door de Dienst Kadaster onderkende AKR codes voor  kadastrale gemeenten,,,BRK,https://gemmaonline.nl/index.php/GEMMA/id-5bac73d2-8cbf-454b-8d23-692128387418,,5bac73d2-8cbf-454b-8d23-692128387418,,business-object,,04062025-090332,
807,CultuurcodeBebouwd,De mogelijke cultuurcodes bebouwd conform de waardelijst Cultuurcode Bebouwd van het Kadaster,Class,,{DADECD97-1605-4c24-84A7-46AB2327468D},,,,,CultuurcodeBebouwd,De mogelijke cultuurcodes bebouwd conform de waardelijst Cultuurcode Bebouwd van het Kadaster,,,BRK,https://gemmaonline.nl/index.php/GEMMA/id-f9738db5-aa1b-47a8-9c4c-d3ee0a9fef4c,,f9738db5-aa1b-47a8-9c4c-d3ee0a9fef4c,,business-object,,04062025-090332,
808,CultuurcodeOnbebouwd,De mogelijke cultuurcodes bebouwd conform de waardelijst Cultuurcode Bebouwd van het Kadaster,Class,,{ACAF3418-7E0F-43eb-B470-4AF98C37A49B},,,,,CultuurcodeOnbebouwd,De mogelijke cultuurcodes bebouwd conform de waardelijst Cultuurcode Bebouwd van het Kadaster,,,BRK,https://gemmaonline.nl/index.php/GEMMA/id-a4a3eb70-32b8-4b20-abbc-a3849b1fcfd1,,a4a3eb70-32b8-4b20-abbc-a3849b1fcfd1,,business-object,,04062025-090332,
809,WOZ-Deelobjectcode,De mogelijke codes  waarin een soort object kan worden uitgedrukt conform de uniforme deelobjectcodelijst van de Waarderingskamer,Class,,{D8154D91-27A5-4cc1-9B52-639BF24CAC29},,,,,,,,,,,,,,,,04062025-090332,
810,KadastraleGemeente,"De mogelijke onderscheiden gedeeltes van het grondgebied van Nederland, volgens de Dienst Kadaster en de Openbare Registers, zoals nader omschreven in het Kadasterbesluit",Class,,{51BA37A4-2E1D-4704-9153-02759084D5E2},,,,,KadastraleGemeente,"De mogelijke onderscheiden gedeeltes van het grondgebied van Nederland, volgens de Dienst Kadaster en de Openbare Registers, zoals nader omschreven in het Kadasterbesluit",,,BRK,https://gemmaonline.nl/index.php/GEMMA/id-c7c60998-7075-40c7-b9d0-14febabaad96,,c7c60998-7075-40c7-b9d0-14febabaad96,,business-object,,04062025-090332,
811,LandOfgebied,"Een gedeelte van de wereld met een eigen bestuur, waarvan de soevereiniteit in ieder geval door Nederland is erkend.",Class,,{A17A01A9-2A4F-46e8-A55A-2B151F8ED46E},,,,,LandOfGebied,"Een gedeelte van de wereld met een eigen bestuur, waarvan de soevereiniteit in ieder geval door Nederland is erkend.",,,GFO BG,https://gemmaonline.nl/index.php/GEMMA/id-36cbdfbe-4b70-489c-9668-f42f9c1dbfaf,,36cbdfbe-4b70-489c-9668-f42f9c1dbfaf,,business-object,,04062025-090332,
812,Provincie,"Een gedeelte van de wereld met een eigen bestuur, waarvan de soevereiniteit in ieder geval door Nederland is erkend.",Class,,{5A8F56B7-AE35-4212-B059-DAD064EDBAB8},,,,,Provincie,"Een gedeelte van de wereld met een eigen bestuur, waarvan de soevereiniteit in ieder geval door Nederland is erkend.",,,GFO BG,https://gemmaonline.nl/index.php/GEMMA/id-3d323476-1d44-4b8f-87bf-a6157bf888e5,,3d323476-1d44-4b8f-87bf-a6157bf888e5,,business-object,,04062025-090332,
813,Partij,Een PARTIJ die bij de centrale voorzieningen van de BRP bekend is.,Class,,{0F175713-CEAB-4c6e-8A61-27F93C1FC777},,,,,Partij,Een PARTIJ die bij de centrale voorzieningen van de BRP bekend is.,,,BRP,https://gemmaonline.nl/index.php/GEMMA/id-fb3651d2-9fe0-4da5-ae5b-3e07bbfa498d,,fb3651d2-9fe0-4da5-ae5b-3e07bbfa498d,,business-object,,04062025-090332,
814,RedenVerkrijgingNationaliteit,Tabel waarin de redenen staan voor opname van de Nederlandse nationaliteit.,Class,,{61D1E99C-DF5E-48ee-8BAB-4ACA1745BC7C},,,,,RedenVerkrijgingNationaliteit,Tabel waarin de redenen staan voor opname van de Nederlandse nationaliteit.,,,BRP,https://gemmaonline.nl/index.php/GEMMA/id-bf1e6259-da1b-4781-8b19-77b8b7dbe884,,bf1e6259-da1b-4781-8b19-77b8b7dbe884,,business-object,,04062025-090332,
815,RedenVerliesNationaliteit,Tabel waarin de redenen staan voor beëindiging van de Nederlandse nationaliteit.,Class,,{7F97B43F-CCA1-4bfc-9824-9BEC8D2A70E6},,,,,RedenVerliesNationaliteit,Tabel waarin de redenen staan voor beëindiging van de Nederlandse nationaliteit.,,,BRP,https://gemmaonline.nl/index.php/GEMMA/id-33943627-02e9-4022-8fd1-5b0b5b17138b,,33943627-02e9-4022-8fd1-5b0b5b17138b,,business-object,,04062025-090332,
816,Reisdocumentsoort,Een opsomming van de modellen van de Nederlandse reisdocumenten.,Class,,{6B9EC881-1112-44bc-B114-203A793A54B1},,,,,,,,,,,,,,,,04062025-090332,
817,SBIActiviteit,De hiërarchische indeling van economische activiteiten conform SBI (Standaard Bedrijfsindeling).,Class,,{B3F47842-F9C5-4417-BC76-05CA58D4998D},,,,,,,,,,,,,,,,04062025-090332,
818,SoortGrootte,Een opsomming van de  soorten grootte zoals die kunnen voorkomen in een aktetekst van het Kadaster  en aanduiden op welke wijze de grootte van een perceel is vastgesteld conform de waardelijst SoortGrootte van het Kadaster,Class,,{9D7F05BF-414E-4071-9E78-FAD2AA21D40E},,,,,,,,,,,,,,,,04062025-090332,
819,SoortWOZObject,De mogelijke codes  waarin een soort object kan worden uitgedrukt conform de uniforme soort objectcodelijst van de Waarderingskamer,Class,,{3741181A-07D0-4f62-B076-B3318266500F},,,,,,,,,,,,,,,,04062025-090332,
820,Valutasoort,De mogelijke munteenheden waarin een geldbedrag kan worden uitgedrukt conform de waardelijst Valutasoort van het Kadaster,Class,,{DC6C8DCB-EE07-4e2b-9087-648BD0D0D473},,,,,,,,,,,,,,,,04062025-090332,
821,Land,"Een gedeelte van de wereld met een eigen bestuur, waarvan de soevereiniteit in ieder geval door Nederland is erkend.",Class,,{4B2CCD18-9004-4253-B72E-9243F3330F02},,,,,Land,"Een gedeelte van de wereld met een eigen bestuur, waarvan de soevereiniteit in ieder geval door Nederland is erkend.",,,,https://gemmaonline.nl/index.php/GEMMA/id-a039d1c4-86b3-4d98-a564-1690f14759cd,,a039d1c4-86b3-4d98-a564-1690f14759cd,,business-object,,04062025-090332,
822,Nationaliteit,De hoedanigheid van tot een bepaalde natie te behoren.,Class,,{71B3BE0D-2BF9-4740-9597-A0EEC75AFE9B},,,,,Nationaliteit,De hoedanigheid van tot een bepaalde natie te behoren.,,,,https://gemmaonline.nl/index.php/GEMMA/id-307ed7bc-827c-4151-8ea3-df45444862f8,,307ed7bc-827c-4151-8ea3-df45444862f8,,business-object,,04062025-090332,
823,Valuta,De hoedanigheid van tot een bepaalde natie te behoren.,Class,,{ABC4F2A1-A1C6-4db4-9227-4D7D63C5F94E},,,,,,,,,,,,,,,,04062025-090332,
824,ObjecttypeA,,Class,,{AE553F3F-B8B6-4bd2-A6A1-8051145C823B},,,,,,,,,,,,,,,,04062025-090332,
