nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-URL,GEMMA-alternate-name,GEMMA-guid,GEMMA-type,datum-tijd-export,GGM-toelichting
680,SamengesteldDocument,"Een DOCUMENT waarbinnen twee of meer ENKELVOUDIGe DOCUMENTen onderscheiden worden die vanwege gezamenlijke vervaardiging en/of ontvangst en/of vanwege aard en/of omvang als één geheel beschouwd moeten worden dan wel behandeld worden.,",Class,,{47DA1FC8-F181-41bc-B16A-CE80D2CA13B1},,,,,,,,,,,,,,17042024-14:45:57,
681,Status,Een aanduiding van de stand van zaken van een zaak op basis van betekenisvol behaald resultaat voor de initiator van de zaak.,Class,,{7C975D37-670B-405e-B825-924BCAFA74C7},,,,,STATUS,"<font color=""#610e6a"">Een aanduiding van de stand van zaken van een zaak op basis van betekenisvol behaald resultaat voor de initiator van de zaak.</font>",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-138f7a81-f370-4e0c-9254-d6c7727a338c,,138f7a81-f370-4e0c-9254-d6c7727a338c,business-object,17042024-14:45:57,
682,Statustype,Generieke aanduiding van de aard van een STATUS,Class,,{AA496B7B-913C-40fd-943E-52F1A6E89440},,,,,,,,,,,,,,17042024-14:45:57,
683,VestigingVanZaakbehandelendeOrganisatie,Een VESTIGING van een onderneming of rechtspersoon zijnde de zaakbehandelende organisatie.,Class,,{D8142B98-64CB-408e-9941-92423543F08A},,,,,VESTIGING VAN ZAAKBEHANDELENDE ORGANISATIE,"<font color=""#610e6a"">Een VESTIGING van een onderneming of rechtspersoon zijnde de zaakbehandelende organisatie.</font>",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-bb257165-3229-4e5f-a24c-524966c748f5,,bb257165-3229-4e5f-a24c-524966c748f5,business-object,17042024-14:45:57,
684,Zaak,"Een samenhangende hoeveelheid werk met een welgedefinieerde aanleiding en een welgedefinieerd eindresultaat, waarvan kwaliteit en doorlooptijd bewaakt moeten worden.",Class,,{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,ZAAK,"<font color=""#610e6a"">Een samenhangende hoeveelheid werk met een welgedefinieerde aanleiding en een welgedefinieerd eindresultaat, waarvan kwaliteit en doorlooptijd bewaakt moeten worden.</font>",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-7d5124d4-f23d-432d-ad5a-dc7c1b0fac44,,7d5124d4-f23d-432d-ad5a-dc7c1b0fac44,business-object,17042024-14:45:57,
685,ZaakOrigineel,"Een samenhangende hoeveelheid werk met een welgedefinieerde aanleiding en een welgedefinieerd eindresultaat, waarvan kwaliteit en doorlooptijd bewaakt moeten worden.",Class,,{766265DF-56DD-4560-A55C-FF82E3B9751A},,,,,ZAAK - Origineel,"<font color=""#610e6a"">Een samenhangende hoeveelheid werk met een welgedefinieerde aanleiding en een welgedefinieerd eindresultaat, waarvan kwaliteit en doorlooptijd bewaakt moeten worden.</font>",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-ce925d18-fde7-4bd6-9865-a7030a276a3c,,ce925d18-fde7-4bd6-9865-a7030a276a3c,business-object,17042024-14:45:57,
686,Zaaktype,Generieke aanduiding van de aard van een zaak,Class,,{7210A379-17EE-4143-A106-ECD9414B2A0D},,,,,,,,,,,,,,17042024-14:45:57,
687,AfwijkendBuitenlandsCorrespondentieadresRol,De gegevens van het adres in het buitenland waarop BETROKKENE in zijn/haar ROL in de ZAAK in de regel schriftelijk bereikbaar is indien dat afwijkt van het reguliere buitenlandse correspondentieadres van BETROKKENE,Class,,{6F75D9F8-50B8-4d89-9798-26B7FD9A6DA2},,,,,,,,,,,,,,17042024-14:45:57,
688,AfwijkendCorrespondentiePostadresRol,"De gegevens die tezamen een postbusadres of antwoordnummeradres vormen waarvan BETROKKENE, geen ORGANISATORISCHE EENHEID en MEDEWERKER ziinde, heeft aangegeven schriftelijk bereikbaar te zijn in verband met zijn/haar ROL in de ZAAK en dat afwijkt van de reguliere correspondentiegegevens van BETROKKENE.",Class,,{8F133649-AE11-491c-998B-6288B7FC8FE4},,,,,,,,,,,,,,17042024-14:45:57,
689,AnderZaakobjectZaak,"Aanduiding van het object (of de objecten) waarop de ZAAK betrekking heeft indien dat object (of die objecten) niet aangeduid kan worden met de relatie ""heeft betrekking op ZAAKOBJECT"".",Class,,{ABF8E616-8600-49e8-BD38-52F7C9FB70CA},,,,,,,,,,,,,,17042024-14:45:57,
690,ContactpersoonRol,"De gegevens van de persoon die anderen desgevraagd in contact brengt met medewerkers van de BETROKKENE, een NIET-NATUURLIJK PERSOON of VESTIGING zijnde, of met BETROKKENE zelf, een NATUURLIJK PERSOON zijnde, vanuit het belang van BETROKKENE in haar ROL bij een ZAAK,.",Class,,{22A29BB4-15B8-43bb-ACF5-2EAF09ABFFFB},,,,,,,,,,,,,,17042024-14:45:57,
691,KenmerkenZaak,Identificatie-gegevens over de zaak in andere administraties,Class,,{9E261D63-5143-4aa8-A1DA-554AB3D27025},,,,,,,,,,,,,,17042024-14:45:57,
692,OpschortingZaak,Gegevens omtrent het tijdelijk opschorten van de behandeling van de ZAAK,Class,,{8EF0E043-5575-42fe-B2E7-81D8F12ADC77},,,,,,,,,,,,,,17042024-14:45:57,
693,VerlengingZaak,Gegevens omtrent het verlengen van de doorlooptijd van de behandeling van de ZAAK,Class,,{7014565C-F8AF-459a-A2FD-30E8D7F9F0CC},,,,,,,,,,,,,,17042024-14:45:57,
694,Brondocumenten,,Class,,{C8CE34A2-362A-4c99-A934-C66A2E6A0793},,,,,,,,,,,,,,17042024-14:45:57,
695,FormeleHistorie,,Class,,{BB4E5922-F0E8-40bb-8BB6-9B0DC648DD85},,,,,,,,,,,,,,17042024-14:45:57,
696,InOnderzoek,,Class,,{E4DA500D-AB53-4e8a-B1A5-411F354F4AD2},,,,,,,,,,,,,,17042024-14:45:57,
697,MaterieleHistorie,,Class,,{3D63DBCE-3FD5-4988-81D5-93A2D01A9D99},,,,,,,,,,,,,,17042024-14:45:57,
698,StrijdigheidOfNietigheid,,Class,,{85741CBC-594C-43f9-A2B5-C50166F1A461},,,,,,,,,,,,,,17042024-14:45:57,
699,Aantekening,,Class,,{755B80B2-6522-4c58-A998-D3F00859FE78},,,,,,,,,,,,,,17042024-14:45:57,
700,AdresBuitenland,"Toevoeging uit stelselcatalogus

",Class,,{3E5B2877-D6CC-487e-BD79-042E32D17550},,,,,,,,,,,,,,17042024-14:45:57,
701,Briefadres,,Class,,{3015DCE3-7C05-4160-A717-533553258C15},,,,,Briefadres,,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-af282ab4-d6c4-4a5f-8126-db9b70cff048,,af282ab4-d6c4-4a5f-8126-db9b70cff048,business-object,17042024-14:45:57,
702,Nationaliteit,,Class,,{69B41CDD-C3F1-449b-92B4-8F7657840646},,,,,,,,,,,,,,17042024-14:45:57,
703,OnbestemdAdres,,Class,,{75E93FC5-3EF8-40b6-B170-ED5A2C36B354},,,,,Onbestemd Adres,,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-ced72a4a-9aa5-485a-8535-206b97fd494f,,ced72a4a-9aa5-485a-8535-206b97fd494f,business-object,17042024-14:45:57,
704,Nummeraanduiding,"Een door het bevoegde gemeentelijke orgaan als zodanig toegekende aanduiding van een VERBLIJFSOBJECT, een STANDPLAATS of een LIGPLAATS.",Class,,{31A87864-6CE0-4e93-A493-ECD0FBDD4461},,,,,NUMMERAANDUIDING,"Een door het bevoegde gemeentelijke orgaan als zodanig toegekende aanduiding van een VERBLIJFSOBJECT, een STANDPLAATS of een LIGPLAATS.",,,Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-403c547f-8d7e-4235-99d9-d155063c6085,NUMMERAANDUIDING (RSGB Model),403c547f-8d7e-4235-99d9-d155063c6085,business-object,17042024-14:45:57,
705,Appartementsrecht,"Een KADASTRALE ONROERENDE ZAAK dat een aandeel is in de 
goederen die in de splitsing zijn betrokken, dat de bevoegdheid omvat tot het uitsluitend gebruik van bepaalde gedeelten van het gebouw die blijkens hun inrichting bestemd zijn of worden om als afzonderlijk geheel te worden 
gebruikt (art. 5:106 lid 4 BW).",Class,,{869E0A04-A663-4839-970D-7FB82DF6C317},,,,,APPARTEMENTSRECHT,"Een KADASTRALE ONROERENDE ZAAK dat een aandeel is in de 
goederen die in de splitsing zijn betrokken, dat de bevoegdheid omvat tot het uitsluitend gebruik van bepaalde gedeelten van het gebouw die blijkens hun inrichting bestemd zijn of worden om als afzonderlijk geheel te worden 
gebruikt (art. 5:106 lid 4 BW).",,,BRK,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-b84fbae7-cecd-4c24-96cb-427a00d862c6,,b84fbae7-cecd-4c24-96cb-427a00d862c6,business-object,17042024-14:45:57,
706,Appartementsrechtsplitsing,Het recht op een stuk grond of op een gebouw met toebehoren op de daarbij behorende grond met toebehoren is gesplitst in appartementsrechten.,Class,,{C1542AC8-2F3C-4e62-ADFA-A9FB3358DAB1},,,,,APPARTEMENTSRECHTSPLITSING,Het recht op een stuk grond of op een gebouw met toebehoren op de daarbij behorende grond met toebehoren is gesplitst in appartementsrechten.,,,BRK,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-1b771d9e-6208-4916-86ed-a88a79cac648,,1b771d9e-6208-4916-86ed-a88a79cac648,business-object,17042024-14:45:57,
707,BegroeidTerreindeel,"Kleinste functioneel onafhankelijk stukje van een terrein dat er binnen het objecttype Terrein van NEN 3610 wordt onderscheiden, met aaneengesloten homogene vegetatie.",Class,,{D872C213-09D7-4dca-A020-EA363480FC7D},,,,,,,,,,,,,,17042024-14:45:57,
708,BenoemdObject,Een GEBOUWD OBJECT of een BENOEMD TERREIN,Class,,{3E9E08B7-574E-43dc-8D93-251BFA8F8D75},,,,,BENOEMD OBJECT,Een GEBOUWD OBJECT of een BENOEMD TERREIN,,,KING,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-13ad6d22-52ce-4439-9eed-200245c3a498,,13ad6d22-52ce-4439-9eed-200245c3a498,business-object,17042024-14:45:57,
709,BenoemdTerrein,"Een STANDPLAATS, LIGPLAATS, of een OVERIG BENOEMD TERREIN.",Class,,{73F1C4A1-481E-4052-A372-1A0895ED1295},,,,,BENOEMD TERREIN,"Een STANDPLAATS, LIGPLAATS, of een OVERIG BENOEMD TERREIN.",,,Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-c0361a4b-968e-477e-b81c-ee26a5aa0543,,c0361a4b-968e-477e-b81c-ee26a5aa0543,business-object,17042024-14:45:57,
710,Buurt,"Een aaneengesloten gedeelte van een wijk, waarvan de grenzen zo veel mogelijk gebaseerd zijn op topografische elementen.",Class,,{67CC2144-6B88-433c-853D-07379C66D6CF},,,,,BUURT,"Een aaneengesloten gedeelte van een wijk, waarvan de grenzen zo veel mogelijk gebaseerd zijn op topografische elementen.",,,GFO BG,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-8772e7a6-24c8-454f-ab54-7d12c1849e97,BUURT (RSGB Model),8772e7a6-24c8-454f-ab54-7d12c1849e97,business-object,17042024-14:45:57,
711,Gebied,"Een aaneengesloten gedeelte van een wijk, waarvan de grenzen zo veel mogelijk gebaseerd zijn op topografische elementen.",Class,,{5835F691-4452-44de-A1E9-07088AC16D69},,,,,,,,,,,,,,17042024-14:45:57,
712,FunctioneelGebied,Begrensd en benoemd gebied dat door een functionele eenheid beschreven wordt.,Class,,{B8F44180-1F2A-4bbc-8E17-6C472111A92B},,,,,,,,,,,,,,17042024-14:45:57,
713,GebouwdObject,Een VERBLIJFSOBJECT of een OVERIG GEBOUWD OBJECT,Class,,{752621CC-D5CA-4f4c-A937-AF6C84E6ADED},,,,,GEBOUWD OBJECT,Een VERBLIJFSOBJECT of een OVERIG GEBOUWD OBJECT,,,Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-f048185d-8eb4-447b-ade2-6160df1dedb3,,f048185d-8eb4-447b-ade2-6160df1dedb3,business-object,17042024-14:45:57,
714,Gebouwinstallatie,"Een component aan de buitenzijde van een gebouw, die het aanzicht van het gebouw mede bepaalt.",Class,,{6FDC646C-F9E2-4610-8FFE-1ECFA99FFBD7},,,,,,,,,,,,,,17042024-14:45:57,
715,Gemeente,"Een gedeelte van het grondgebied van Nederland, ingesteld op basis van artikel 123 van de Grondwet.",Class,,{B0D9792B-46E7-4b88-B267-C72691616733},,,,,GEMEENTE,"Een gedeelte van het grondgebied van Nederland, ingesteld op basis van artikel 123 van de Grondwet.",,,"Door KING toegevoegd objecttype, ontleend aan het GFO BG (maakt geen deel uit van enige basisregistratie).",https://gemmaonline.nl/index.php/GEMMA2/0.9/id-9f1ea854-eb45-47a0-98f4-4043b4a69be0,GEMEENTE (RSGB Model),9f1ea854-eb45-47a0-98f4-4043b4a69be0,business-object,17042024-14:45:57,
716,Huishouden,"Een duurzame samenlevingsvorm van een of meer natuurlijke personen binnen een VERBLIJFSOBJECT, STANDPLAATS of LIGPLAATS.",Class,,{6FB0A5B7-7B5F-437f-A462-4B1EADB964E4},,,,,HUISHOUDEN,"Een duurzame samenlevingsvorm van een of meer natuurlijke personen binnen een VERBLIJFSOBJECT, STANDPLAATS of LIGPLAATS.",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-2515abf4-dea2-44eb-8886-c90c1ab42069,HUISHOUDEN (RSGB Model),2515abf4-dea2-44eb-8886-c90c1ab42069,business-object,17042024-14:45:57,
717,Inrichtingselement,"Ruimtelijk object al dan niet ter detaillering dan wel ter inrichting van de
overige benoemde ruimtelijke objecten of een ander inrichtingselement.",Class,,{4DA0EB59-963C-4558-B763-44F542BC8D89},,,,,,,,,,,,,,17042024-14:45:57,
718,KadastraalPerceel,"Een KADASTRALE ONROERENDE ZAAK dat een kadastraal geïdentificeerd en met kadastrale grenzen begrensd deel van het Nederlands grondgebied betreft (art. 1 lid 1 Kadasterwet). 
",Class,,{172AFD36-B400-4660-BFAC-4BBC1077D666},,,,,KADASTRAAL PERCEEL,Een KADASTRALE ONROERENDE ZAAK dat een kadastraal geïdentificeerd en met kadastrale grenzen begrensd deel van het Nederlands grondgebied betreft (art. 1 lid 1 Kadasterwet).,,,BRK.,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-0fd3695d-aa71-4f35-a8bf-7886c70e0ed8,,0fd3695d-aa71-4f35-a8bf-7886c70e0ed8,business-object,17042024-14:45:57,
719,KadastraleOnroerendeZaak,Een geregistreerd goed waarvoor bij overdracht of vestiging van rechten inschrijving in de openbare registers van het Kadaster is vereist zijnde een KADASTRAAL PERCEEL of een APPARTEMENTSRECHT.,Class,,{9775E778-DBF8-4122-94CE-551466B62F46},,,,,KADASTRALE ONROERENDE ZAAK,Een geregistreerd goed waarvoor bij overdracht of vestiging van rechten inschrijving in de openbare registers van het Kadaster is vereist zijnde een KADASTRAAL PERCEEL of een APPARTEMENTSRECHT.,,,BRK,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-8155eb9b-eb9e-4eec-a850-80c185983a9f,,8155eb9b-eb9e-4eec-a850-80c185983a9f,business-object,17042024-14:45:57,
720,IngeschrevenPersoon,Een INGEZETENE of NIET-INGEZETENE,Class,,{AF9534B0-7CBD-4061-9276-A7B6698B383A},,,,,INGESCHREVEN PERSOON,Een INGEZETENE of NIET-INGEZETENE,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-e1371e07-969e-4a34-be81-0a23ffd541dd,,e1371e07-969e-4a34-be81-0a23ffd541dd,business-object,17042024-14:45:57,
721,KadastraleOnroerendeZaakAantekening,"Aanduiding van het feit, genoemd in een Stuk, dat betrekking heeft op een onroerende zaak en dat gevolgen kan hebben voor de uitoefening van rechten op de onroerende zaak.",Class,,{0BC18F79-3560-4e43-8154-7CCDC7D67A03},,,,,KADASTRALE ONROERENDE ZAAK AANTEKENING,"Aanduiding van het feit, genoemd in een Stuk, dat betrekking heeft op een onroerende zaak en dat gevolgen kan hebben voor de uitoefening van rechten op de onroerende zaak.",,,BRK,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-6c7ed209-0c32-432f-b6cd-32a0a1505a4e,,6c7ed209-0c32-432f-b6cd-32a0a1505a4e,business-object,17042024-14:45:57,
722,Ingezetene,"Een individueel menselijk wezen, ingeschreven in het Nederlands Bevolkingsregister.",Class,,{CA19D17F-3EB7-459d-9883-16F0C0B5D35E},,,,,INGEZETENE,"Een individueel menselijk wezen, ingeschreven in het Nederlands Bevolkingsregister.",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-c5e5f4f9-5bb6-4a9f-816b-e41abc770e86,,c5e5f4f9-5bb6-4a9f-816b-e41abc770e86,business-object,17042024-14:45:57,
723,Kunstwerkdeel,"Onderdeel van een civiel-technisch werk voor de infrastructuur van wegen, water, spoorbanen, waterkeringen en/of leidingen.",Class,,{2EC96974-F21E-4bdb-AF4D-30D7091F5645},,,,,,,,,,,,,,17042024-14:45:57,
724,Ligplaats,"Definitie
Een ligplaats is een door het bevoegde gemeentelijke orgaan als zodanig aangewezen plaats in het water al dan niet aangevuld met een op de oever aanwezig terrein of een gedeelte daarvan, die bestemd is voor het permanent afmeren van een voor woon-, bedrijfsmatige of recreatieve doeleinden geschikt drijvend object

Beschrijving
Een plaats in het water met soms ook een (deel van een) terrein op de oever. Deze plaats moet kunnen worden gebruikt door een drijvend object dat langere tijd daar wordt vastgemaakt. Het drijvende object moet geschikt zijn om in te wonen, om een bedrijf in te hebben of om voor plezier in te verblijven. Bijvoorbeeld een woonboot. De gemeente mag zeggen of er voor de BAG ergens een ligplaats komt.",Class,,{F4978264-32A5-4e70-97A8-D142B64400A8},,,,,,,,,,,,,,17042024-14:45:57,
725,MaatschappelijkeActiviteit,"Een verband tussen één of meer personen met voldoende mate van zelfstandigheid, inbreng van arbeid of middelen, winstoogmerk en extern optreden (i.g.v. een onderneming) dan wel een in een organisatorisch verband, dat toebehoort aan een niet-natuurlijk persoon welke registratieplichtig is, uitgeoefende activiteit die niet valt onder de criteria voor onderneming of bedrijfsmatigheid welke adresseerbaar is middels ofwel een vestiging ofwel het adres van een bepaalde vertegenwoordiger (i.g.v. een niet-ondernemings-activiteit).",Class,,{3DC85114-5C3F-4930-B98B-6EB6ED71FC2E},,,,,MAATSCHAPPELIJKE ACTIVITEIT,"Een verband tussen één of meer personen met voldoende mate van zelfstandigheid, inbreng van arbeid of middelen, winstoogmerk en extern optreden (i.g.v. een onderneming) dan wel een in een organisatorisch verband, dat toebehoort aan een niet-natuurlijk persoon welke registratieplichtig is, uitgeoefende activiteit die niet valt onder de criteria voor onderneming of bedrijfsmatigheid welke adresseerbaar is middels ofwel een vestiging ofwel het adres van een bepaalde vertegenwoordiger (i.g.v. een niet-ondernemings-activiteit).",,,NHR,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-82773f8d-3aa1-4e1f-b6de-9284a1851960,,82773f8d-3aa1-4e1f-b6de-9284a1851960,business-object,17042024-14:45:57,
726,AdresseerbaarObjectAanduiding,"Een door het bevoegde gemeentelijke orgaan als zodanig toegekende aanduiding van een VERBLIJFSOBJECT, een STANDPLAATS of een LIGPLAATS.",Class,,{BA35A5E2-5A1D-4328-91CD-D51694ED5FBA},,,,,ADRESSEERBAAR OBJECT AANDUIDING,"Een door het bevoegde gemeentelijke orgaan als zodanig toegekende aanduiding van een VERBLIJFSOBJECT, een STANDPLAATS of een LIGPLAATS.",,,BAG,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-cc3c2d8f-cb2f-4e39-a220-bff533892688,,cc3c2d8f-cb2f-4e39-a220-bff533892688,business-object,17042024-14:45:57,
727,OnbegroeidTerreindeel,"Kleinste functioneel onafhankelijk stukje van een terrein, dat er binnen het objecttype Terrein van NEN 3610 wordt onderscheiden, zonder aaneengesloten vegetatie.",Class,,{C32F1546-F793-4f13-91A4-2047E6DE6E91},,,,,,,,,,,,,,17042024-14:45:57,
728,OndersteunendWaterdeel,Object dat in het kader van de waterhuishouding periodiek gedeeltelijk of geheel met water is bedekt.,Class,,{7B92809F-CFAE-4be8-BE3A-4E4B94E83F52},,,,,,,,,,,,,,17042024-14:45:57,
729,OndersteunendWegdeel,Een deel van de weg dat niet primair bedoeld is voor gebruik door het verkeer.,Class,,{F55A5977-7E3B-4cf4-B8D1-CFCEECA0DEA1},,,,,,,,,,,,,,17042024-14:45:57,
730,OpenbareRuimte,Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen en van een naam voorziene buitenruimte die binnen één woonplaats is gelegen,Class,,{FB13857C-C695-4b53-8060-BACFA0E16950},,,,,OPENBARE RUIMTE,Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen en van een naam voorziene buitenruimte die binnen één woonplaats is gelegen,,,BAG,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-bb6b6dd2-7b6a-4146-afc0-c5647256ef11,OPENBARE RUIMTE (RSGB Model),bb6b6dd2-7b6a-4146-afc0-c5647256ef11,business-object,17042024-14:45:57,
731,Overbruggingsdeel,"Onderdeel van een beweegbare of vaste verbinding tussen twee punten, die door water, een weg of anderszins gescheiden zijn, dat essentieel is voor de constructie.",Class,,{2E45A5F3-A685-48c5-98D4-794BE382891E},,,,,,,,,,,,,,17042024-14:45:57,
732,OverigBenoemdTerrein,"Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen onbebouwd terrein of een gedeelte daarvan, geen standplaats of gedeelte van een ligplaats zijnde, dat bestemd is voor het gedurende langere tijd verrichten van een maatschappelijke activiteit.",Class,,{CFA3D54E-C8E0-4559-9475-29D31AF2DECD},,,,,,,,,,,,,,17042024-14:45:57,
733,NatuurlijkPersoon,Een INGESCHREVEN PERSOON of ANDER NATUURLIJK PERSOON,Class,,{9F4E12E4-B228-4931-AC83-1B1F60958A89},,,,,NATUURLIJK PERSOON,Een INGESCHREVEN PERSOON of ANDER NATUURLIJK PERSOON,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-cd27cd50-1721-4870-a292-ea0f24d1ada4,,cd27cd50-1721-4870-a292-ea0f24d1ada4,business-object,17042024-14:45:57,
734,OverigBouwwerk,"Met de aarde verbonden duurzaam bouwwerk, dat niet valt onder de definities van een pand of kunstwerk. ",Class,,{1DA7BC25-CF02-4161-B9A2-DE0BE27C5254},,,,,,,,,,,,,,17042024-14:45:57,
735,OverigGebouwdObject,"De kleinste eenheid van gebruik, geen verblijfsobject zijnde, binnen een bij de totstandkoming functioneel en bouwkundig constructief zelfstandige eenheid die direct en duurzaam met de aarde is verbonden.",Class,,{7CDF37D9-26D7-46a5-9CF3-392601BDCECA},,,,,,,,,,,,,,17042024-14:45:57,
736,NietNatuurlijkPersoon,Een INGESCHREVEN NIET-NATUURLIJK PERSOON of een ANDER BUITENLANDS NIET-NATUURLIJK PERSOON,Class,,{3D5CCB29-91E4-458e-8BCD-6741198E45B8},,,,,NIET NATUURLIJK PERSOON,Een INGESCHREVEN NIET-NATUURLIJK PERSOON of een ANDER BUITENLANDS NIET-NATUURLIJK PERSOON,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-6eaed538-bcc5-4648-b0f2-4c5095b9f514,,6eaed538-bcc5-4648-b0f2-4c5095b9f514,business-object,17042024-14:45:57,
737,OverigeAdresseerbaarObjectAanduiding,Een door de gemeenteraad als zodanig toegekende aanduiding van een overig gebouwd object of een overig benoemd terrein.,Class,,{7B33EB93-BAD8-4b36-90A1-B3909415EDC3},,,,,OVERIGE ADRESSEERBAAR OBJECT AANDUIDING,Een door de gemeenteraad als zodanig toegekende aanduiding van een overig gebouwd object of een overig benoemd terrein.,,,Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-900a1db0-0009-453f-a000-4d382bcc367d,,900a1db0-0009-453f-a000-4d382bcc367d,business-object,17042024-14:45:57,
738,OverigeScheiding,"Kunstmatig, meestal lineair obstakel met een werende functie, met kleinere afmetingen dan toegestaan voor opname in de BGT.",Class,,{EC57B722-D4B4-42d2-AF3C-31E085C63EBB},,,,,,,,,,,,,,17042024-14:45:57,
739,Pand,De kleinste bij de totstandkoming functioneel en bouwkundig-constructief zelfstandige eenheid die direct en duurzaam met de aarde is verbonden en betreedbaar en afsluitbaar is.,Class,,{26D1113F-F7B3-4bdd-9AAE-EA14CC9F3C3F},,,,,PAND,De kleinste bij de totstandkoming functioneel en bouwkundig-constructief zelfstandige eenheid die direct en duurzaam met de aarde is verbonden en betreedbaar en afsluitbaar is.,,,BAG,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-1affb298-091d-452a-83bd-29638650afb5,PAND (RSGB Model),1affb298-091d-452a-83bd-29638650afb5,business-object,17042024-14:45:57,
740,Reisdocument,Een document dat vereist is voor reizen naar het buitenland,Class,,{CA9BC1BB-D572-4e47-BECF-17CFD379BD6A},,,,,REISDOCUMENT,Een document dat vereist is voor reizen naar het buitenland,,,BRP,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-bd460a48-7720-465d-b12b-c15097ec620c,,bd460a48-7720-465d-b12b-c15097ec620c,business-object,17042024-14:45:57,
741,Scheiding,"Kunstmatig, meestal lineair obstakel met een werende functie.",Class,,{A637379F-6E1D-47aa-AE75-3E22FE0DC814},,,,,,,,,,,,,,17042024-14:45:57,
742,Spoor,"De as van het spoor, dat wil zeggen het midden van twee stalen staven op een onderling vaste afstand, waarover trein, tram, of sneltram rijdt.",Class,,{B0EA89D8-EE32-410b-B683-8CA937E5009D},,,,,,,,,,,,,,17042024-14:45:57,
743,Standplaats,"Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen terrein of gedeelte daarvan dat bestemd is voor het permanent plaatsen van een niet direct en niet duurzaam met de aarde verbonden en voor woon -, bedrijfsmatige, of recreatieve doeleinden geschikte ruimte.",Class,,{B1C6CA45-49C9-45f0-8B14-A721AD505C50},,,,,,,,,,,,,,17042024-14:45:57,
744,Rechtspersoon,Een NATUURLIJK PERSOON of een NIET-NATUURLIJK PERSOON,Class,,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,,,,,,,,,17042024-14:45:57,
745,Tenaamstelling,"Een TENAAMSTELLING  vormt de relatie tussen een Recht en een Persoon en geeft aan welk recht, met uitzondering van hypotheek en beslag, door een Persoon wordt uitgeoefend op een Kadastraal object. ",Class,,{2651D6E0-6AC8-43a8-A4F6-4706209BAC8E},,,,,TENAAMSTELLING,"Een TENAAMSTELLING  vormt de relatie tussen een Recht en een Persoon en geeft aan welk recht, met uitzondering van hypotheek en beslag, door een Persoon wordt uitgeoefend op een Kadastraal object.",,,BRK,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-429cbd2f-a86d-49d9-9c8a-0de67a7e7d3e,,429cbd2f-a86d-49d9-9c8a-0de67a7e7d3e,business-object,17042024-14:45:57,
746,Tunneldeel,"Onderdeel van een kunstmatig aangelegde, kokervormige onderdoorgang, dat essentieel is voor de constructie.",Class,,{EE07AE43-1825-4377-9984-9636AB015C11},,,,,,,,,,,,,,17042024-14:45:57,
