"nr","naam","definitie","uml-type","ggm-guid","bron","domein-iv3","archimate-type","toelichting","gemma-guid","synoniemen","domein-dcat","domein-gemma","datum-tijd-export"
"85","Begroting","Een overzicht van de verwachte ontvangsten en voorziene uitgaven voor een bepaalde (meestal toekomstige) periode zodat hier een afstemming tussen plaats kan vinden om eventuele tekorten en overschotten vroegtijdig in kaart te kunnen brengen. ","Class","{C95CF400-8487-4ff3-B475-CA1E01EBCA78}","","Financien","Business object","","id-c95cf400-8487-4ff3-b475-ca1e01ebca78","","","","28062023-11:06:06"
"86","Begrotingregel","Een item op de begroting","Class","{87964E36-9FEE-4b8f-A053-C4EDAF000646}","","Financien","Business object","Een begrotingsregel betreft #. een combinatie van hoofdstuk met optioneel doelstelling met optioneel product of #. een kostenplaats met 1 of meer hoofdrekeningen","id-87964e36-9fee-4b8f-a053-c4edaf000646","","","","28062023-11:06:06"
"87","Behandeling","Een verzameling van interventies om bepaalde behandeldoelen te bewerkstelligen.","Class","{1B8CF61F-3039-4fc5-A57D-B758170FCA0E}","","Sociale Teams","Business object","","id-1b8cf61f-3039-4fc5-a57d-b758170fca0e","","","","28062023-11:06:06"
"88","Behandelsoort","Typering van een behandeling","Class","{4F518962-5EA3-4f56-8379-3A835FFE84CA}","","Sociale Teams","Data object","","id-4f518962-5ea3-4f56-8379-3a835ffe84ca","","","","28062023-11:06:06"
"89","Beheerobject","Verzamelobject - niveau 1","Class","{E060DC30-E4F2-4794-A16E-7207032E250}","","Ruimte","Business object","","id-e060dc30-e4f2-4794-a16e-7207032e250","","","","28062023-11:06:06"
"90","Beheerstatus","","Enumeration","{1FCBFA1B-2703-4ece-A496-EA668AEFCDCD}","","ICT","Data object","","id-1fcbfa1b-2703-4ece-a496-ea668aefcdcd","","","","28062023-11:06:06"
"91","Belanghebbende","Een persoon wiens belang rechtstreeks bij een besluit is betrokken.","Class","{576642BA-9AF9-42fc-831A-F9D3138F20FC}","https://thesaurus.cultureelerfgoed.nl/concept/cht:6d3f0f18-025e-4537-af2e-49265384d370/nl","Museum Prinsenhof","Business object","","id-576642ba-9af9-42fc-831a-f9d3138f20fc","","","","28062023-11:06:06"
"92","Belangtype","Sort van belang","Class","{3F7BCCE5-7292-40d6-A4EB-21F7B9F25236}","","Museum Prinsenhof","Data object","","id-3f7bcce5-7292-40d6-a4eb-21f7b9f25236","","","","28062023-11:06:06"
"93","Belijning","Op of in het oppervlak van de verharding aangebrachte tekens ter geleiding, waarschuwing, regeling of informatie van het verkeer","Class","{9E01AD8B-D856-4a58-9CE1-06C70F628350}","https://data.crow.nl/thesaurus/term/735B2275-9052-4DD2-9F86-9EC796BDC483","Sport","Business object","","id-9e01ad8b-d856-4a58-9ce1-06c70f628350","","","","28062023-11:06:06"
"94","Belprovider","Leverancier of dienstverlener van modiele beldiensten","Class","{6C283ABA-C1A3-465b-B267-39E75D06E41F}","","Parkeren","Business object","","id-6c283aba-c1a3-465b-b267-39e75d06e41f","","","","28062023-11:06:06"
"95","Bemalingsgebied","Een rioleringsgebied waaruit het afvalwater door een gemaal wordt verwijderd.
Toelichting: Een rioleringsgebied waaruit het afvalwater door een gemaal wordt verwijderd","Class","{A1EE11DF-4EEA-409A-8E43-F108DC0BF96}","","Ruimte","Business object","","id-a1ee11df-4eea-409a-8e43-f108dc0bf96","","","","28062023-11:06:06"
"96","BENOEMD OBJECT","Een GEBOUWD OBJECT of een BENOEMD TERREIN","Class","{3E9E08B7-574E-43dc-8D93-251BFA8F8D75}","https://www.gemmaonline.nl/index.php/Informatiemodel_Zaken_(RGBZ)","RSGB Model","Business object","","id-3e9e08b7-574e-43dc-8d93-251bfa8f8d75","","","","28062023-11:06:06"
"97","BENOEMD TERREIN","Een STANDPLAATS, LIGPLAATS, of een OVERIG BENOEMD TERREIN.","Class","{73F1C4A1-481E-4052-A372-1A0895ED1295}","https://www.gemmaonline.nl/index.php/Informatiemodel_Zaken_(RGBZ)","RSGB Model","Business object","","id-73f1c4a1-481e-4052-a372-1a0895ed1295","","","","28062023-11:06:06"
"98","Beoordeling","Beoordeling is het oordeel van de professional over het functioneren van een leerling","Class","{2A0CC803-9017-4fad-99B5-9347623090F5}","https://onderwijsbegrippen.nl/fora-owb/nl/page/7cb7ef6a-3803-4438-aa29-a7e7c4015306","HR","Business object","","id-2a0cc803-9017-4fad-99b5-9347623090f5","","","","28062023-11:06:06"
"99","Beoordelingsoort","","Enumeration","{3B4D2D66-B801-42a8-A3FB-CC4A29FF8320}","","Vergunningverlening, Toezicht en Handhaving","Data object","","id-3b4d2d66-b801-42a8-a3fb-cc4a29ff8320","","","","28062023-11:06:06"
"100","Beperking","Een stoornis of conditie – lichamelijk, zintuiglijk en-of geestelijk – die een normaal maatschappelijk functioneren belemmert en nadelige sociale gevolgen met zich meebrengt.","Class","{F110608E-9C6A-4d66-BDCB-F4B2465E3CFD}","","Generiek Jeugd en Wmo","Business object","","id-f110608e-9c6a-4d66-bdcb-f4b2465e3cfd","","","","28062023-11:06:06"
"101","Beperkingscategorie","Een categorisering van beperkingen","Class","{4E835898-6623-457f-99B4-C688D465F720}","","Generiek Jeugd en Wmo","Data object","","id-4e835898-6623-457f-99b4-c688d465f720","","","","28062023-11:06:06"
"102","Beperkingscore","Getalsmatige duiding van een beperking","Class","{5EDE0349-8865-4b90-9A18-235C5AA660C4}","","Generiek Jeugd en Wmo","Business object","","id-5ede0349-8865-4b90-9a18-235c5aa660c4","","","","28062023-11:06:06"
"103","Beperkingscoresoort ","Typering van beperkingscores","Class","{6B63630A-8A30-454d-B8C4-252D4C30A3BF}","","Generiek Jeugd en Wmo","Data object","","id-6b63630a-8a30-454d-b8c4-252d4c30a3bf","","","","28062023-11:06:06"
"104","Beperkingsgebied","Een bij of krachtens de wet aangewezen gebied, waar vanwege de aanwezigheid van een werk of object regels gelden, ten aanzien van het beperken van activiteiten die gevolgen hebben of kunnen hebben voor dat werk of object.","Class","{E93E03EF-259F-4bda-A875-A0E60CB18E89}","https://geonovum.github.io/TPOD/CIMOW/CIMOW_v2.1.0.pdf","Omgevingswet","Business object","Voorbeeld: een luchthaven, een spoorweg of een snelweg, een waterstaatswerk. Op de weg geldt bijvoorbeeld een snelheidsbeperking of een inhaalverbod. De regels hieromtrent zijn vaak landelijk vastgesteld, maar de gebieden waarvoor deze regels gelden worden lokaal aangewezen. In spreektaal: een gebied is een beperkingengebied. Informatiekundig: een beperkingengebied is een zelfstandig informatieobject, welke een gebied aanwijst, via een verwijzing ernaartoe. Het beperkingengebied is niet de regel zelf. De regel beschrijft wat er juridisch geldt voor dit object. De juridische tekst waarin dit object genoemd is, is te vinden in de juridische regel, en niet in dit object.","id-e93e03ef-259f-4bda-a875-a0e60cb18e89","Beperkingengebied","","","28062023-11:06:06"
"105","Bergingsbassin","Een gesloten reservoir waarin het afvalwater tijdelijk wordt opgevangen
Synoniemen: Retentiebassin, bufferbassin","Class","{55C683B9-3F66-4E21-B0C1-66E664837CA}","","Ruimte","Business object","","id-55c683b9-3f66-4e21-b0c1-66e664837ca","","","","28062023-11:06:06"
"106","Beroep of bedrijf aan huis","beroeps- of bedrijfsactiviteit waarvan de activiteiten niet specifiek publiekgericht zijn en dat op kleine schaal in een woning en of in het bijbehorend bouwwerk wordt uitgeoefend","","","","","Business object","","f830d706-bc46-40d6-8d88-b0c4262225f5","","","","28062023-11:06:06"
"107","Beschermde Status","Status van de bescherming van een monument. Een monument / erfgoed is een overblijfsel van kunst, cultuur, architectuur of nijverheid dat van algemeen belang wordt geacht vanwege de historische, volkskundige, artistieke, wetenschappelijke, industrieel-archeologische of andere sociaal-culturele waarde. Vormen van monument / erfgoed met de status rijks- provinciaal- of gemeentelijke monument / erfgoed zijn beschermd op grond van een besluit van respectievelijk het Ministerie OCW, de provincie of de gemeente,","Class","{32C02923-EE3A-4553-B94B-31E0C273A829}","","Erfgoed: Monumenten ","Business object","","id-32c02923-ee3a-4553-b94b-31e0c273a829","","","","28062023-11:06:06"
"108","Beschikking","In het bestuursrecht: Een beslissing van een overheidsorgaan in een concreet geval, bijvoorbeeld het verlenen van een bouwvergunning. In het civiele recht: een rechterlijke uitspraak in een procedure die begint met een verzoekschrift.","Class","{71D7E96D-641A-4b6a-A325-DED07C3B5836}","","Generiek Jeugd en Wmo","Business object","","id-71d7e96d-641a-4b6a-a325-ded07c3b5836","","","","28062023-11:06:06"
"109","Beschikking Leerlingenvervoer","","Class","{81870665-768C-4fb2-8A4F-A9CB7989C884}","","Leerplicht en Leerlingenvervoer","Business object","","id-81870665-768c-4fb2-8a4f-a9cb7989c884","","","","28062023-11:06:06"
"110","Beschikkingsoort","Typering van een beschikking","Class","{FD14E04F-26A1-42ba-8E47-5F43AF539877}","","Generiek Jeugd en Wmo","Data object","","id-fd14e04f-26a1-42ba-8e47-5f43af539877","","","","28062023-11:06:06"
"111","Beschikte Voorziening","Een voorziening waarover een beschikking is gedaan.","Class","{975C3DA3-930A-49d8-B54F-2A560DC2AD5A}","","Generiek Jeugd en Wmo","Business object","","id-975c3da3-930a-49d8-b54f-2a560dc2ad5a","","","","28062023-11:06:06"
"112","Beslissing","Selectie van een voorstelbare werkelijkheid (voorkeursvariant) uit een aantal mogelijke werkelijkheden (varianten) op basis van een verzameling van criteria.","Class","{B65280CD-3429-4966-AD2D-CB3EE76EE2E8}","","Leerplicht en Leerlingenvervoer","Business object","","id-b65280cd-3429-4966-ad2d-cb3ee76ee2e8","Besluit","","","28062023-11:06:06"
"113","BESLUIT","<font color=""#610e6a"">Een na overweging of beraadslaging vastgestelde beslissing voor een individueel of concreet geval.</font>","Class","{AFB100D2-8C68-4488-8949-13E945D15920}","https://www.gemmaonline.nl/index.php/Informatiemodel_Basis-_en_Kerngegevens_(RSGB)","RGBZ Model","Business object","","id-afb100d2-8c68-4488-8949-13e945d15920","","","","28062023-11:06:06"
"114","BESLUITTYPE","<font color=""#610e6a"">Generieke aanduiding van de aard van een besluit</font>","Class","{922D3938-A0EA-42bf-9EFC-23A6A236AF9B}","https://www.gemmaonline.nl/index.php/Informatiemodel_Basis-_en_Kerngegevens_(RSGB)","RGBZ Model","Data object","","id-922d3938-a0ea-42bf-9efc-23a6a236af9b","","","","28062023-11:06:06"
"115","Betaling","","Class","{FC488929-8721-402f-A073-1DFDB76A816E}","","RGBZ Model","Business object","","id-fc488929-8721-402f-a073-1dfdb76a816e","","","","28062023-11:06:06"
"116","BETROKKENE","<font color=""#610e6a"">Een SUBJECT, zijnde een NATUURLIJK PERSOON, NIET-NATUURLIJK PERSOON of VESTIGING, ORGANISATORISCHE EENHEID (binnen een vestiging van de zaak-behandelende niet-natuurlijk persoon), of MEDEWERKER (van die organisatorische eenheid) die een rol kan spelen bij een ZAAK.</font>","Class","{16FB8171-A9ED-4027-A663-C035509501C8}","https://www.gemmaonline.nl/index.php/Informatiemodel_Basis-_en_Kerngegevens_(RSGB)","RGBZ Model","Business object","","id-16fb8171-a9ed-4027-a663-c035509501c8","","","","28062023-11:06:06"
"117","Bevinding","","Class","{ED0D0224-0A30-435b-AB25-87FDA8DF4078}","","Vergunningverlening, Toezicht en Handhaving","Data object","","id-ed0d0224-0a30-435b-ab25-87fda8df4078","","","","28062023-11:06:06"
"118","Bevoegd Gezag","Bestuursorgaan dat bevoegd is tot het geven van een beschikking of het nemen van een ander besluit.  ","Class","{FB771E02-8FE3-496b-B99B-CF4A496A7B80}","Wet milieubeheer","Omgevingswet","Business object","","id-fb771e02-8fe3-496b-b99b-cf4a496a7b80","","","","28062023-11:06:06"
"119","Bezetting","Aantal deelnemers aan een activiteit","Class","{D9F56210-BF72-42e4-A1BC-AD7F683D55A0}","","Sport","Business object","","id-d9f56210-bf72-42e4-a1bc-ad7f683d55a0","","","","28062023-11:06:06"
"120","Bezoeker","Een persoon die iemand of iets bezoekt.","Class","{066C9C37-0FAF-4239-8D7D-B7EBE42E4918}","","Erfgoed: Archief","Business object","","id-066c9c37-0faf-4239-8d7d-b7ebe42e4918","","","","28062023-11:06:06"
"121","Bijzonderheid","Kenmerkende eigenschap","Class","{77A962E5-889A-4af6-ADFD-37C3EE8C48F0}","","Sociale Teams","Business object","","id-77a962e5-889a-4af6-adfd-37c3ee8c48f0","","","","28062023-11:06:06"
"122","Bijzonderheidsoort","Typering van een bijzonderheid","Class","{03BB6341-7C3E-4a4b-9207-6A2EB9D116FE}","","Sociale Teams","Data object","","id-03bb6341-7c3e-4a4b-9207-6a2eb9d116fe","","","","28062023-11:06:06"
"123","Binnenlocatie","Locatie binnen een gebouw","Class","{6508657D-7C3F-4261-B647-5D3B077A20F9}","","Sport","Business object","","id-6508657d-7c3f-4261-b647-5d3b077a20f9","","","","28062023-11:06:06"
"124","BOA","Een buitengewoon opsporingsambtenaar (boa) is een ambtenaar met een specifieke opsporingsbevoegdheid.","Class","{90B2A249-8D88-4a14-979F-672223D98E8C}","https://www.justis.nl/producten/boa","Vergunningverlening, Toezicht en Handhaving","Business object","","id-90b2a249-8d88-4a14-979f-672223d98e8c","","","","28062023-11:06:06"
"125","Boolean","","Enumeration","{9BD0FBCB-1A9E-4cab-9280-0EBC428E38F7}","","Enumeratiesoort","Data object","","id-9bd0fbcb-1a9e-4cab-9280-0ebc428e38f7","","","","28062023-11:06:06"
"126","Boom","Een houtachtig gewas (loofboom of conifeer) met een wortelgestel en een enkele, stevige, houtige stam, die zich boven de grond vertakt.
Toelichting: Een houtachtig gewas (loofboom of conifeer) met een wortelgestel en een enkele, stevige, houtige stam, die zich boven de grond vertakt.","Class","{83A942F7-5291-42F0-AFB1-9A57D0FB2F1}","","Ruimte","Business object","","id-83a942f7-5291-42f0-afb1-9a57d0fb2f1","","","","28062023-11:06:06"
"127","Bord","Paneel waarop (statische) informatie wordt afgebeeld, verwoord in tekst, pictogram of code.","Class","{40BD01ED-180A-4644-AB10-4C94C891A45}","","Ruimte","Business object","","id-40bd01ed-180a-4644-ab10-4c94c891a45","","","","28062023-11:06:06"
"128","boring","","Class","{E11FDCA7-7538-4353-83FF-72164D928452}","","Erfgoed: Archeologie","Data object","","id-e11fdca7-7538-4353-83ff-72164d928452","","","","28062023-11:06:06"
"129","Boring","Een archeologisch booronderzoek is bedoeld om het verwachtingsmodel dat uit een bureauonderzoek komt, aan te vullen en te toetsen.","","","https://www.econsultancy.nl/expertises/archeologie/archeologisch-booronderzoek/","","Data object","","id-4fead23dcc2b41cabea17818c122fc5d","","","","28062023-11:06:06"
"130","Bouwactiviteit","Het bouwen van een bouwwerk.","Class","{4AD539EC-A308-43da-B025-17A1647303F3}","","Erfgoed: Monumenten ","Business object","","id-4ad539ec-a308-43da-b025-17a1647303f3","","","","28062023-11:06:06"
"131","Bouwdeel","Zelfstandig en aanwijsbaar deel van een element, onderscheiden naar samenstelling of constructiewijze, bestaande uit één of meer componenten waaraan technische eigenschappen en een onderhoudshistorie kunnen worden gerelateerd (bron: Conditiemeting gebouwde omgeving - Deel 1: Methodiek, code: 3.3)","Class","{9A739672-6084-4c05-A13E-59DB13551E58}","https://www.begrippenxl.nl/ABDL/nl/page/DEF-0614","Vastgoed","Data object","","id-9a739672-6084-4c05-a13e-59db13551e58","","","","28062023-11:06:06"
"132","Bouwdeelelement","Onderdeeel van een bouwdeel","Class","{BE147761-326E-4859-9366-5157CE865EC1}","","Vastgoed","Data object","","id-be147761-326e-4859-9366-5157ce865ec1","","","","28062023-11:06:06"
"133","Bouwhoogte","de afstand vanaf het straatpeil tot aan het hoogste punt van het gebouw of van een bouwwerk, geen gebouw zijnde, met uitzondering van ondergeschikte bouwonderdelen, zoals schoorstenen, antennes en naar de aard daarmee gelijk te stellen bouwonderdelen","","","","","Business object","","ab25ea6f-24ae-4766-ac6d-4e3317d42c3c","","","","28062023-11:06:06"
"134","bouwkundigeBestemming","Een aanduiding van alle waarden waarmee de bouwkundige bestemming van een gebouwd object kan worden verbijzonderd","Enumeration","{F17DBEB0-CCE5-46e8-920F-CDAFAD036E6A}","","Enumeratiesoort","Data object","","id-f17dbeb0-cce5-46e8-920f-cdafad036e6a","","","","28062023-11:06:06"
"135","Bouwlaag","een doorlopend gedeelte van een gebouw dat door op gelijke of bij benadering gelijke hoogte liggende vloeren of balklagen is begrensd zulks met inbegrip van de begane grond en met uitsluiting van onderbouw en zolder","","","","","Business object","","id-20e74ddb-7abd-4b78-8201-1e344b261b54","","","","28062023-11:06:06"
"136","Bouwstijl","Trant van bouwen met bepaalde kenmerken in een bepaalde periode. In de betrokken tijdperken waren het geen levende voorstellingen; het zijn later geformuleerde (generaliserende) geschiedkundige constructies. Doelbewust komt deze tendens op sedert c. 1830. (Haslinghuis)","Class","{8C0888C9-7B2E-4fcb-AEFF-E1733875CDCA}","https://thesaurus.cultureelerfgoed.nl/concept/cht:f6cfd2c0-d452-4de8-985a-e67887b71c35/nl","Erfgoed: Monumenten ","Business object","","id-8c0888c9-7b2e-4fcb-aeff-e1733875cdca","","","","28062023-11:06:06"
"137","Bouwtype","Typering van een bouwstijl","Class","{5E9DAFBB-C9B5-4706-A43D-07AD4979DED4}","","Erfgoed: Monumenten ","Data object","","id-5e9dafbb-c9b5-4706-a43d-07ad4979ded4","","","","28062023-11:06:06"
"138","Bouwwerk","Met de aarde verbonden duurzaam bouwwerk, dat niet valt onder de definities van een pand of kunstwerk  (bron: definities.geostandaarden.nl)","Class","{FFA16BB2-FA5A-49F1-B3E8-794499B0278}","","Ruimte","Business object","","id-ffa16bb2-fa5a-49f1-b3e8-794499b0278","","","","28062023-11:06:06"
"139","Briefadres","","Class","{3015DCE3-7C05-4160-A717-533553258C15}","","RSGB Model","Data object","","id-3015dce3-7c05-4160-a717-533553258c15","","","","28062023-11:06:06"
"140","bronAdresBuitenland","","Enumeration","{65CA94EA-CFF1-4c4d-9294-81E513440961}","","Enumeratiesoort","Data object","","id-65ca94ea-cff1-4c4d-9294-81e513440961","","","","28062023-11:06:06"
"141","Brondocumenten","","Class","{C8CE34A2-362A-4c99-A934-C66A2E6A0793}","","Metagegevens","Data object","","id-c8ce34a2-362a-4c99-a934-c66a2e6a0793","","","","28062023-11:06:06"
"142","Brug","Kunstwerk over een waterweg, watergang of waterloop, bestaande uit een brugdek gesteund door pijlers en/of landhoofden.","Class","{B56B8C37-AA54-4266-B96B-C466946D1C3}","","Ruimte","Business object","","id-b56b8c37-aa54-4266-b96b-c466946d1c3","","","","28062023-11:06:06"
"143","Bruikleen","Lening voor tijdelijk gebruik","Class","{452312FD-05FB-4abc-A48B-C605F7E3E193}","","Museum Prinsenhof","Business object","","id-452312fd-05fb-4abc-a48b-c605f7e3e193","","","","28062023-11:06:06"
"144","Budgetuitputting","Overzicht van de te verwachte inkomsten en uitgaven over een bepaalde periode","Class","{679162ED-0B45-4fb2-B16E-421C25A107F5}","","Generiek Jeugd en Wmo","Data object","","id-679162ed-0b45-4fb2-b16e-421c25a107f5","","","","28062023-11:06:06"
